Unnamed: 0.1,Unnamed: 0,neg_word,pos_word,hyphen_word,negative_affix,tokenizer,neg_bytes,neg_correct,soft_neg_correct,pos_bytes,pos_correct,soft_pos_correct,hyphen_bytes,hyphen_correct,soft_hyphen_correct,tokenizer_type,Predict,NegMorph,tokenized_into
3695,3695,effortless,effortful,effort-less,less,Flan-T5-xxl,['effortless'],Not segmented,Correct,"['effort', 'ful']",Incorrect,Incorrect,"['effort', '-', 'less']",Correct,Correct,sentencepiece,1,Under-segmented,effortless
3795,3795,discouraging,encouraging,dis-couraging,dis,Flan-T5-xxl,"['disc', 'our', 'aging']",Incorrect,Correct,['encouraging'],Not segmented,Not segmented,"['dis', '-', 'c', 'our', 'aging']",Correct,Correct,sentencepiece,1,Under-segmented,disc
3935,3935,unequivocal,equivocal,un-equivocal,un,Flan-T5-xxl,"['une', 'qui', 'voc', 'al']",Incorrect,Correct,"['e', 'qui', 'voc', 'al']",Incorrect,Incorrect,"['un', '-', 'e', 'qui', 'voc', 'al']",Correct,Correct,sentencepiece,1,Under-segmented,une
4085,4085,inculpatory,exculpatory,in-culpatory,in,Flan-T5-xxl,"['in', 'cul', 'p', 'atory']",Correct,Correct,"['exc', 'ul', 'p', 'atory']",Incorrect,Incorrect,"['in', '-', 'cul', 'p', 'atory']",Correct,Correct,sentencepiece,1,Correct,in
4125,4125,inexhaustible,exhaustible,in-exhaustible,in,Flan-T5-xxl,"['in', 'ex', 'haus', 't', 'ible']",Correct,Correct,"['exhaust', 'ible']",Incorrect,Incorrect,"['in', '-', 'ex', 'haus', 't', 'ible']",Correct,Correct,sentencepiece,1,Correct,in
4215,4215,implicit,explicit,im-plicit,im,Flan-T5-xxl,['implicit'],Not segmented,Correct,['explicit'],Not segmented,Not segmented,"['im', '-', 'p', 'licit']",Correct,Correct,sentencepiece,1,Under-segmented,implicit
4305,4305,inextricable,extricable,in-extricable,in,Flan-T5-xxl,"['in', 'ex', 'tric', 'able']",Correct,Correct,"['ex', 'tric', 'able']",Incorrect,Incorrect,"['in', '-', 'ex', 'tric', 'able']",Correct,Correct,sentencepiece,1,Correct,in
4345,4345,infallible,fallible,in-fallible,in,Flan-T5-xxl,"['in', 'fall', 'ible']",Correct,Correct,"['fall', 'ible']",Incorrect,Incorrect,"['in', '-', 'fall', 'ible']",Correct,Correct,sentencepiece,1,Correct,in
4505,4505,infinite,finite,in-finite,in,Flan-T5-xxl,['infinite'],Not segmented,Correct,"['fi', 'nite']",Incorrect,Incorrect,"['in', '-', 'fini', 't', 'e']",Correct,Correct,sentencepiece,1,Under-segmented,infinite
4625,4625,unforgettable,forgettable,un-forgettable,un,Flan-T5-xxl,['unforgettable'],Not segmented,Correct,"['forget', 'table']",Incorrect,Incorrect,"['un', '-', 'for', 'get', 'table']",Correct,Correct,sentencepiece,1,Under-segmented,unforgettable
4645,4645,informal,formal,in-formal,in,Flan-T5-xxl,['informal'],Not segmented,Correct,['formal'],Not segmented,Not segmented,"['in', '-', 'form', 'al']",Correct,Correct,sentencepiece,1,Under-segmented,informal
4675,4675,malodorous,fragrant,mal-odorous,mal,Flan-T5-xxl,"['mal', 'odor', 'ous']",Correct,Correct,['fragrant'],Not segmented,Not segmented,"['mal', '-', 'odor', 'ous']",Correct,Correct,sentencepiece,1,Correct,mal
4775,4775,malfunctioning,functioning,mal-functioning,mal,Flan-T5-xxl,"['malfunction', 'ing']",Incorrect,Correct,['functioning'],Not segmented,Not segmented,"['mal', '-', 'function', 'ing']",Correct,Correct,sentencepiece,1,Under-segmented,malfunction
5035,5035,harmless,harmful,harm-less,less,Flan-T5-xxl,['harmless'],Not segmented,Correct,['harmful'],Not segmented,Not segmented,"['harm', '-', 'less']",Correct,Correct,sentencepiece,1,Under-segmented,harmless
5165,5165,atomistic,holistic,a-tomistic,a,Flan-T5-xxl,"['atom', 'istic']",Incorrect,Correct,['holistic'],Not segmented,Not segmented,"['a', '-', 'to', 'm', 'istic']",Correct,Correct,sentencepiece,1,Under-segmented,atom
5295,5295,hypertensive,normotensive,hyper-tensive,hyper,Flan-T5-xxl,"['hyper', 'ten', 's', 'ive']",Correct,Correct,"['norm', 'o', 'ten', 's', 'ive']",Incorrect,Incorrect,"['hyper', '-', 'ten', 's', 'ive']",Correct,Correct,sentencepiece,1,Correct,hyper
5305,5305,hypotonic,hypertonic,hypo-tonic,hypo,Flan-T5-xxl,"['hypo', 't', 'onic']",Correct,Correct,"['hyper', 't', 'onic']",Incorrect,Incorrect,"['hypo', '-', 't', 'onic']",Correct,Correct,sentencepiece,1,Correct,hypo
5335,5335,immediate,mediate,im-mediate,im,Flan-T5-xxl,['immediate'],Not segmented,Correct,"['media', 't', 'e']",Incorrect,Incorrect,"['im', '-', 'medi', 'ate']",Correct,Correct,sentencepiece,1,Under-segmented,immediate
5395,5395,outboard,inboard,out-board,out,Flan-T5-xxl,"['out', 'board']",Correct,Correct,"['in', 'board']",Incorrect,Incorrect,"['out', '-', 'board']",Correct,Correct,sentencepiece,1,Correct,out
5415,5415,outgoing,incoming,out-going,out,Flan-T5-xxl,"['out', 'going']",Correct,Correct,['incoming'],Not segmented,Not segmented,"['out', '-', 'going']",Correct,Correct,sentencepiece,1,Correct,out
5425,5425,decreased,increased,de-creased,de,Flan-T5-xxl,['decreased'],Not segmented,Correct,['increased'],Not segmented,Not segmented,"['de', '-', 'crease', 'd']",Correct,Correct,sentencepiece,1,Under-segmented,decreased
5435,5435,deductive,inductive,de-ductive,de,Flan-T5-xxl,"['de', 'ductive']",Correct,Correct,"['in', 'ductive']",Incorrect,Incorrect,"['de', '-', 'ductive']",Correct,Correct,sentencepiece,1,Correct,de
5465,5465,inevitable,evitable,in-evitable,in,Flan-T5-xxl,['inevitable'],Not segmented,Correct,"['evit', 'able']",Incorrect,Incorrect,"['in', '-', 'e', 'vit', 'able']",Correct,Correct,sentencepiece,1,Under-segmented,inevitable
5485,5485,supernal,infernal,super-nal,super,Flan-T5-xxl,"['super', 'n', 'al']",Correct,Correct,"['in', 'fern', 'al']",Incorrect,Incorrect,"['super', '-', 'n', 'al']",Correct,Correct,sentencepiece,1,Correct,super
5545,5545,disingenuous,ingenuous,dis-ingenuous,dis,Flan-T5-xxl,"['dis', 'ing', 'en', 'uous']",Correct,Correct,"['in', 'gen', 'uous']",Incorrect,Incorrect,"['dis', '-', 'ing', 'en', 'uous']",Correct,Correct,sentencepiece,1,Correct,dis
5615,5615,offshore,inshore,off-shore,off,Flan-T5-xxl,['offshore'],Not segmented,Correct,"['in', 'shore']",Incorrect,Incorrect,"['off', '-', 'shore']",Correct,Correct,sentencepiece,1,Under-segmented,offshore
5685,5685,disintegrative,integrative,dis-integrative,dis,Flan-T5-xxl,"['dis', 'integr', 'ative']",Correct,Correct,"['integrat', 'ive']",Incorrect,Incorrect,"['dis', '-', 'integr', 'ative']",Correct,Correct,sentencepiece,1,Correct,dis
5795,5795,debilitating,invigorating,de-bilitating,de,Flan-T5-xxl,"['de', 'bil', 'it', 'ating']",Correct,Correct,"['in', 'vig', 'or', 'ating']",Incorrect,Incorrect,"['de', '-', 'bil', 'it', 'ating']",Correct,Correct,sentencepiece,1,Correct,de
5825,5825,outward,inward,out-ward,out,Flan-T5-xxl,"['out', 'ward']",Correct,Correct,"['in', 'ward']",Incorrect,Incorrect,"['out', '-', 'ward']",Correct,Correct,sentencepiece,1,Correct,out
5865,5865,contralateral,ipsilateral,contra-lateral,contra,Flan-T5-xxl,"['contra', 'lateral']",Correct,Correct,"['ips', 'i', 'lateral']",Incorrect,Incorrect,"['contra', '-', 'lateral']",Correct,Correct,sentencepiece,1,Correct,contra
5885,5885,hypertonic,isotonic,hyper-tonic,hyper,Flan-T5-xxl,"['hyper', 't', 'onic']",Correct,Correct,"['is', 'o', 't', 'onic']",Incorrect,Incorrect,"['hyper', '-', 't', 'onic']",Correct,Correct,sentencepiece,1,Correct,hyper
5895,5895,anisotropic,isotropic,an-isotropic,an,Flan-T5-xxl,"['ani', 's', 'o', 'tropic']",Incorrect,Correct,"['is', 'o', 'tropic']",Incorrect,Incorrect,"['an', '-', 'is', 'o', 'tropic']",Correct,Correct,sentencepiece,1,Under-segmented,ani
6115,6115,illicit,licit,il-licit,il,Flan-T5-xxl,['illicit'],Not segmented,Correct,['licit'],Not segmented,Not segmented,"['il', '-', 'licit']",Correct,Correct,sentencepiece,1,Under-segmented,illicit
6185,6185,unlimited,limited,un-limited,un,Flan-T5-xxl,['unlimited'],Not segmented,Correct,['limited'],Not segmented,Not segmented,"['un', '-', 'limited']",Correct,Correct,sentencepiece,1,Under-segmented,unlimited
6305,6305,lossless,lossy,loss-less,less,Flan-T5-xxl,"['loss', 'less']",Correct,Correct,"['loss', 'y']",Incorrect,Incorrect,"['loss', '-', 'less']",Correct,Correct,sentencepiece,1,Correct,less
6615,6615,intense,mild,in-tense,in,Flan-T5-xxl,['intense'],Not segmented,Correct,['mild'],Not segmented,Not segmented,"['in', '-', 't', 'ense']",Correct,Correct,sentencepiece,1,Under-segmented,intense
6785,6785,immortal,mortal,im-mortal,im,Flan-T5-xxl,['immortal'],Not segmented,Correct,['mortal'],Not segmented,Not segmented,"['im', '-', 'mor', 'tal']",Correct,Correct,sentencepiece,1,Under-segmented,immortal
6895,6895,supernatural,natural,super-natural,super,Flan-T5-xxl,['supernatural'],Not segmented,Correct,['natural'],Not segmented,Not segmented,"['super', '-', 'natural']",Correct,Correct,sentencepiece,1,Under-segmented,supernatural
6965,6965,paranormal,normal,para-normal,para,Flan-T5-xxl,"['para', 'normal']",Correct,Correct,['normal'],Not segmented,Not segmented,"['para', '-', 'normal']",Correct,Correct,sentencepiece,1,Correct,para
7155,7155,insectivorous,omnivorous,in-sectivorous,in,Flan-T5-xxl,"['insect', 'i', 'vor', 'ous']",Incorrect,Correct,"['omni', 'vor', 'ous']",Incorrect,Incorrect,"['in', '-', 's', 'ectiv', 'or', 'ous']",Correct,Correct,sentencepiece,1,Under-segmented,insect
7175,7175,on-site,off-site,on--site,on,Flan-T5-xxl,"['on', '-', 'site']",Correct,Correct,"['off', '-', 'site']",Incorrect,Incorrect,"['on', '-', '-', 'site']",Correct,Correct,sentencepiece,1,Correct,on
7265,7265,disordered,ordered,dis-ordered,dis,Flan-T5-xxl,"['disorder', 'e', 'd']",Incorrect,Correct,['ordered'],Not segmented,Not segmented,"['dis', '-', 'order', 'e', 'd']",Correct,Correct,sentencepiece,1,Under-segmented,disorder
7275,7275,disorderly,orderly,dis-orderly,dis,Flan-T5-xxl,"['disorder', 'ly']",Incorrect,Correct,"['order', 'ly']",Incorrect,Incorrect,"['dis', '-', 'order', 'ly']",Correct,Correct,sentencepiece,1,Under-segmented,disorder
7285,7285,extraordinary,ordinary,extra-ordinary,extra,Flan-T5-xxl,['extraordinary'],Not segmented,Correct,['ordinary'],Not segmented,Not segmented,"['extra', '-', 'ordinary']",Correct,Correct,sentencepiece,1,Under-segmented,extraordinary
7375,7375,inner,outer,in-ner,in,Flan-T5-xxl,['inner'],Not segmented,Correct,['outer'],Not segmented,Not segmented,"['in', '-', 'ner']",Correct,Correct,sentencepiece,1,Under-segmented,inner
7485,7485,impartial,partial,im-partial,im,Flan-T5-xxl,['impartial'],Not segmented,Correct,['partial'],Not segmented,Not segmented,"['im', '-', 'par', 'tial']",Correct,Correct,sentencepiece,1,Under-segmented,impartial
7585,7585,impenetrable,penetrable,im-penetrable,im,Flan-T5-xxl,"['imp', 'e', 'net', 'r', 'able']",Incorrect,Correct,"['pe', 'net', 'r', 'able']",Incorrect,Incorrect,"['im', '-', 'pe', 'net', 'r', 'able']",Correct,Correct,sentencepiece,1,Under-segmented,imp
7625,7625,imperfect,perfect,im-perfect,im,Flan-T5-xxl,['imperfect'],Not segmented,Correct,['perfect'],Not segmented,Not segmented,"['im', '-', 'perfect']",Correct,Correct,sentencepiece,1,Under-segmented,imperfect
7645,7645,imperishable,perishable,im-perishable,im,Flan-T5-xxl,"['imperi', 's', 'h', 'able']",Incorrect,Correct,"['per', 'ish', 'able']",Incorrect,Incorrect,"['im', '-', 'per', 'ish', 'able']",Correct,Correct,sentencepiece,1,Under-segmented,imperi
7725,7725,impervious,pervious,im-pervious,im,Flan-T5-xxl,"['imp', 'er', 'vious']",Incorrect,Correct,"['per', 'vious']",Incorrect,Incorrect,"['im', '-', 'per', 'vious']",Correct,Correct,sentencepiece,1,Under-segmented,imp
7735,7735,apetalous,petalous,a-petalous,a,Flan-T5-xxl,"['a', 'pet', 'al', 'ous']",Correct,Correct,"['pe', 'tal', 'ous']",Incorrect,Correct,"['a', '-', 'pet', 'al', 'ous']",Correct,Correct,sentencepiece,1,Correct,a
7765,7765,implacable,placable,im-placable,im,Flan-T5-xxl,"['imp', 'lac', 'able']",Incorrect,Correct,"['plac', 'able']",Incorrect,Incorrect,"['im', '-', 'pla', 'c', 'able']",Correct,Correct,sentencepiece,1,Under-segmented,imp
7855,7855,displeasing,pleasing,dis-pleasing,dis,Flan-T5-xxl,"['disp', 'l', 'easing']",Incorrect,Correct,['pleasing'],Not segmented,Not segmented,"['dis', '-', 'ple', 'a', 's', 'ing']",Correct,Correct,sentencepiece,1,Under-segmented,disp
8445,8445,antipyretic,pyretic,anti-pyretic,anti,Flan-T5-xxl,"['anti', 'pyr', 'etic']",Correct,Correct,"['pyr', 'etic']",Incorrect,Incorrect,"['anti', '-', 'pyr', 'etic']",Correct,Correct,sentencepiece,1,Correct,anti
8965,8965,irresistible,resistible,ir-resistible,ir,Flan-T5-xxl,"['irre', 's', 'ist', 'ible']",Incorrect,Correct,"['resist', 'ible']",Incorrect,Incorrect,"['i', 'r', '-', 're', 's', 'ist', 'ible']",Incorrect,Incorrect,sentencepiece,1,Under-segmented,irre
8995,8995,disrespectful,respectful,dis-respectful,dis,Flan-T5-xxl,"['disrespect', 'ful']",Incorrect,Correct,['respectful'],Not segmented,Not segmented,"['dis', '-', 're', 'spect', 'ful']",Correct,Correct,sentencepiece,1,Under-segmented,disrespect
9315,9315,insane,sane,in-sane,in,Flan-T5-xxl,['insane'],Not segmented,Correct,"['s', 'an', 'e']",Incorrect,Incorrect,"['in', '-', 's', 'an', 'e']",Correct,Correct,sentencepiece,1,Under-segmented,insane
9615,9615,desensitizing,sensitizing,de-sensitizing,de,Flan-T5-xxl,"['des', 'en', 's', 'it', 'izing']",Incorrect,Correct,"['sens', 'it', 'izing']",Incorrect,Incorrect,"['de', '-', 's', 'en', 's', 'it', 'izing']",Correct,Correct,sentencepiece,1,Under-segmented,des
9625,9625,extrasensory,sensory,extra-sensory,extra,Flan-T5-xxl,"['extra', 'sensor', 'y']",Correct,Correct,['sensory'],Not segmented,Not segmented,"['extra', '-', 'sensor', 'y']",Correct,Correct,sentencepiece,1,Correct,extra
9655,9655,antiseptic,septic,anti-septic,anti,Flan-T5-xxl,"['anti', 's', 'eptic']",Correct,Correct,"['s', 'eptic']",Incorrect,Incorrect,"['anti', '-', 's', 'eptic']",Correct,Correct,sentencepiece,1,Correct,anti
10025,10025,subsonic,sonic,sub-sonic,sub,Flan-T5-xxl,"['sub', 's', 'onic']",Correct,Correct,"['s', 'onic']",Incorrect,Incorrect,"['sub', '-', 's', 'onic']",Correct,Correct,sentencepiece,1,Correct,sub
10035,10035,supersonic,sonic,super-sonic,super,Flan-T5-xxl,"['super', 's', 'onic']",Correct,Correct,"['s', 'onic']",Incorrect,Incorrect,"['super', '-', 's', 'onic']",Correct,Correct,sentencepiece,1,Correct,super
10255,10255,astomatous,stomatous,a-stomatous,a,Flan-T5-xxl,"['as', 't', 'omato', 'us']",Incorrect,Correct,"['s', 't', 'omato', 'us']",Incorrect,Correct,"['a', '-', 's', 't', 'omato', 'us']",Correct,Correct,sentencepiece,1,Under-segmented,as
10365,10365,subsurface,overhead,sub-surface,sub,Flan-T5-xxl,"['sub', 'surface']",Correct,Correct,['overhead'],Not segmented,Not segmented,"['sub', '-', 'surface']",Correct,Correct,sentencepiece,1,Correct,sub
10415,10415,subjacent,superjacent,sub-jacent,sub,Flan-T5-xxl,"['sub', 'ja', 'cent']",Correct,Correct,"['super', 'ja', 'cent']",Incorrect,Incorrect,"['sub', '-', 'ja', 'cent']",Correct,Correct,sentencepiece,1,Correct,sub
10735,10735,intestate,testate,in-testate,in,Flan-T5-xxl,"['inte', 'state']",Incorrect,Correct,"['test', 'ate']",Incorrect,Incorrect,"['in', '-', 'test', 'ate']",Correct,Correct,sentencepiece,1,Under-segmented,inte
10915,10915,untouched,touched,un-touched,un,Flan-T5-xxl,['untouched'],Not segmented,Correct,['touched'],Not segmented,Not segmented,"['un', '-', 'touch', 'e', 'd']",Correct,Correct,sentencepiece,1,Under-segmented,untouched
11045,11045,distrustful,trustful,dis-trustful,dis,Flan-T5-xxl,"['distrus', 't', 'ful']",Incorrect,Correct,"['trust', 'ful']",Incorrect,Incorrect,"['dis', '-', 'trust', 'ful']",Correct,Correct,sentencepiece,1,Under-segmented,distrus
11225,11225,invariable,variable,in-variable,in,Flan-T5-xxl,"['in', 'vari', 'able']",Correct,Correct,['variable'],Not segmented,Not segmented,"['in', '-', 'vari', 'able']",Correct,Correct,sentencepiece,1,Correct,in
11255,11255,unveiled,veiled,un-veiled,un,Flan-T5-xxl,"['un', 'veiled']",Correct,Correct,['veiled'],Not segmented,Not segmented,"['un', '-', 'veiled']",Correct,Correct,sentencepiece,1,Correct,un
11635,11635,azonal,zonal,a-zonal,a,Flan-T5-xxl,"['a', 'zon', 'al']",Correct,Correct,"['zona', 'l']",Incorrect,Correct,"['a', '-', 'zon', 'al']",Correct,Correct,sentencepiece,1,Correct,a
11675,11675,deceleration,acceleration,de-celeration,de,Flan-T5-xxl,"['de', 'cel', 'er', 'ation']",Correct,Correct,['acceleration'],Not segmented,Not segmented,"['de', '-', 'cel', 'er', 'ation']",Correct,Correct,sentencepiece,1,Correct,de
11735,11735,inhibitor,activator,in-hibitor,in,Flan-T5-xxl,['inhibitor'],Not segmented,Correct,"['activ', 'ator']",Incorrect,Incorrect,"['in', '-', 'hibi', 't', 'or']",Correct,Correct,sentencepiece,1,Under-segmented,inhibitor
11805,11805,disagreeableness,agreeableness,dis-agreeableness,dis,Flan-T5-xxl,"['disagree', 'able', 'ness']",Incorrect,Correct,"['agree', 'able', 'ness']",Incorrect,Incorrect,"['dis', '-', 'a', 'gre', 'e', 'able', 'ness']",Correct,Correct,sentencepiece,1,Under-segmented,disagree
11875,11875,disappearance,appearance,dis-appearance,dis,Flan-T5-xxl,"['disappear', 'ance']",Incorrect,Correct,['appearance'],Not segmented,Not segmented,"['dis', '-', 'app', 'ear', 'ance']",Correct,Correct,sentencepiece,1,Under-segmented,disappear
11915,11915,depreciation,appreciation,de-preciation,de,Flan-T5-xxl,"['de', 'p', 'reci', 'ation']",Correct,Correct,['appreciation'],Not segmented,Not segmented,"['de', '-', 'p', 'reci', 'ation']",Correct,Correct,sentencepiece,1,Correct,de
12085,12085,uncle,aunt,un-cle,un,Flan-T5-xxl,['uncle'],Not segmented,Correct,['aunt'],Not segmented,Correct,"['un', '-', 'cle']",Correct,Correct,sentencepiece,1,Under-segmented,uncle
12155,12155,maleficence,beneficence,mal-eficence,mal,Flan-T5-xxl,"['male', 'fic', 'ence']",Incorrect,Correct,"['benefic', 'ence']",Incorrect,Incorrect,"['mal', '-', 'e', 'fic', 'ence']",Correct,Correct,sentencepiece,1,Under-segmented,male
12165,12165,malevolence,benevolence,mal-evolence,mal,Flan-T5-xxl,"['male', 'vol', 'ence']",Incorrect,Correct,"['bene', 'vol', 'ence']",Incorrect,Incorrect,"['mal', '-', 'e', 'vol', 'ence']",Correct,Correct,sentencepiece,1,Under-segmented,male
12175,12175,malignancy,benignancy,mal-ignancy,mal,Flan-T5-xxl,"['mal', 'ign', 'ancy']",Correct,Correct,"['benign', 'ancy']",Incorrect,Incorrect,"['mal', '-', 'ign', 'ancy']",Correct,Correct,sentencepiece,1,Correct,mal
12185,12185,malignity,benignity,mal-ignity,mal,Flan-T5-xxl,"['mal', 'ign', 'ity']",Correct,Correct,"['benign', 'ity']",Incorrect,Incorrect,"['mal', '-', 'ign', 'ity']",Correct,Correct,sentencepiece,1,Correct,mal
12245,12245,carelessness,carefulness,care-lessness,less,Flan-T5-xxl,"['care', 'lessness']",Incorrect,Correct,"['care', 'fulness']",Incorrect,Incorrect,"['care', '-', 'lessness']",Incorrect,Correct,sentencepiece,1,Under-segmented,lessness
12265,12265,syncategorem,categorem,syn-categorem,syn,Flan-T5-xxl,"['syn', 'cate', 'go', 're', 'm']",Correct,Correct,"['cate', 'go', 're', 'm']",Incorrect,Incorrect,"['syn', '-', 'cate', 'go', 're', 'm']",Correct,Correct,sentencepiece,1,Correct,syn
12275,12275,syncategoreme,categoreme,syn-categoreme,syn,Flan-T5-xxl,"['syn', 'cate', 'go', 're', 'me']",Correct,Correct,"['cate', 'go', 're', 'me']",Incorrect,Incorrect,"['syn', '-', 'cate', 'go', 're', 'me']",Correct,Correct,sentencepiece,1,Correct,syn
12285,12285,incaution,caution,in-caution,in,Flan-T5-xxl,"['inca', 'ution']",Incorrect,Correct,['caution'],Not segmented,Not segmented,"['in', '-', 'ca', 'ution']",Correct,Correct,sentencepiece,1,Under-segmented,inca
12315,12315,uncertainty,certainty,un-certainty,un,Flan-T5-xxl,['uncertainty'],Not segmented,Correct,['certainty'],Not segmented,Not segmented,"['un', '-', 'certain', 't', 'y']",Correct,Correct,sentencepiece,1,Under-segmented,uncertainty
12385,12385,declassification,classification,de-classification,de,Flan-T5-xxl,"['de', 'class', 'ification']",Correct,Correct,['classification'],Not segmented,Not segmented,"['de', '-', 'class', 'ification']",Correct,Correct,sentencepiece,1,Correct,de
12405,12405,unclearness,clearness,un-clearness,un,Flan-T5-xxl,"['unclear', 'ness']",Incorrect,Correct,"['clear', 'ness']",Incorrect,Incorrect,"['un', '-', 'cle', 'ar', 'ness']",Correct,Correct,sentencepiece,1,Under-segmented,unclear
12435,12435,discomfort,comfort,dis-comfort,dis,Flan-T5-xxl,['discomfort'],Not segmented,Correct,['comfort'],Not segmented,Not segmented,"['dis', '-', 'com', 'for', 't']",Correct,Correct,sentencepiece,1,Under-segmented,discomfort
12505,12505,incomprehensibility,comprehensibility,in-comprehensibility,in,Flan-T5-xxl,"['in', 'com', 'prehensi', 'b', 'ility']",Correct,Correct,"['com', 'prehensi', 'b', 'ility']",Incorrect,Incorrect,"['in', '-', 'com', 'prehensi', 'b', 'ility']",Correct,Correct,sentencepiece,1,Correct,in
12535,12535,decompression,compression,de-compression,de,Flan-T5-xxl,"['de', 'com', 'pression']",Correct,Correct,['compression'],Not segmented,Not segmented,"['de', '-', 'com', 'pression']",Correct,Correct,sentencepiece,1,Correct,de
12545,12545,misconception,conception,mis-conception,mis,Flan-T5-xxl,['misconception'],Not segmented,Correct,['conception'],Not segmented,Not segmented,"['mis', '-', 'con', 'ception']",Correct,Correct,sentencepiece,1,Under-segmented,misconception
12575,12575,insulator,conductor,in-sulator,in,Flan-T5-xxl,"['insul', 'ator']",Incorrect,Correct,"['conduct', 'or']",Incorrect,Incorrect,"['in', '-', 's', 'ul', 'ator']",Correct,Correct,sentencepiece,1,Under-segmented,insul
12725,12725,destructiveness,constructiveness,de-structiveness,de,Flan-T5-xxl,"['destructive', 'ness']",Incorrect,Correct,"['constructive', 'ness']",Incorrect,Incorrect,"['de', '-', 'struct', 'ive', 'ness']",Correct,Correct,sentencepiece,1,Under-segmented,destructive
12735,12735,decontamination,contamination,de-contamination,de,Flan-T5-xxl,"['de', 'contamin', 'ation']",Correct,Correct,['contamination'],Not segmented,Not segmented,"['de', '-', 'contamin', 'ation']",Correct,Correct,sentencepiece,1,Correct,de
12755,12755,discontinuance,continuance,dis-continuance,dis,Flan-T5-xxl,"['discontinu', 'ance']",Incorrect,Correct,"['continua', 'nce']",Incorrect,Incorrect,"['dis', '-', 'continu', 'ance']",Correct,Correct,sentencepiece,1,Under-segmented,discontinu
12765,12765,discontinuation,continuation,dis-continuation,dis,Flan-T5-xxl,"['discontinu', 'ation']",Incorrect,Correct,['continuation'],Not segmented,Not segmented,"['dis', '-', 'continu', 'ation']",Correct,Correct,sentencepiece,1,Under-segmented,discontinu
12775,12775,inconvenience,convenience,in-convenience,in,Flan-T5-xxl,['inconvenience'],Not segmented,Correct,['convenience'],Not segmented,Not segmented,"['in', '-', 'con', 'veni', 'ence']",Correct,Correct,sentencepiece,1,Under-segmented,inconvenience
12785,12785,divergency,convergency,di-vergency,di,Flan-T5-xxl,"['diver', 'g', 'ency']",Incorrect,Correct,"['converge', 'ncy']",Incorrect,Incorrect,"['di', '-', 'ver', 'g', 'ency']",Correct,Correct,sentencepiece,1,Under-segmented,diver
12795,12795,divergent_thinking,convergent_thinking,di-vergent_thinking,di,Flan-T5-xxl,"['diver', 'gent', '_', 'think', 'ing']",Incorrect,Correct,"['converge', 'n', 't', '_', 'think', 'ing']",Incorrect,Incorrect,"['di', '-', 'ver', 'gent', '_', 'think', 'ing']",Correct,Correct,sentencepiece,1,Under-segmented,diver
12825,12825,incorporeality,corporeality,in-corporeality,in,Flan-T5-xxl,"['incorpor', 'e', 'ality']",Incorrect,Correct,"['cor', 'pore', 'ality']",Incorrect,Incorrect,"['in', '-', 'cor', 'pore', 'ality']",Correct,Correct,sentencepiece,1,Under-segmented,incorpor
12845,12845,incorruptibility,corruptibility,in-corruptibility,in,Flan-T5-xxl,"['in', 'cor', 'rupt', 'ibility']",Correct,Correct,"['corrupt', 'ibility']",Incorrect,Incorrect,"['in', '-', 'cor', 'rupt', 'ibility']",Correct,Correct,sentencepiece,1,Correct,in
12915,12915,incurability,curability,in-curability,in,Flan-T5-xxl,"['incur', 'ability']",Incorrect,Correct,"['cur', 'ability']",Incorrect,Incorrect,"['in', '-', 'cur', 'ability']",Correct,Correct,sentencepiece,1,Under-segmented,incur
12925,12925,incurableness,curableness,in-curableness,in,Flan-T5-xxl,"['incur', 'able', 'ness']",Incorrect,Correct,"['cur', 'able', 'ness']",Incorrect,Incorrect,"['in', '-', 'cur', 'able', 'ness']",Correct,Correct,sentencepiece,1,Under-segmented,incur
12945,12945,indecency,decency,in-decency,in,Flan-T5-xxl,"['in', 'de', 'c', 'ency']",Correct,Correct,"['de', 'c', 'ency']",Incorrect,Incorrect,"['in', '-', 'de', 'c', 'ency']",Correct,Correct,sentencepiece,1,Correct,in
12995,12995,increment,decrement,in-crement,in,Flan-T5-xxl,['increment'],Not segmented,Correct,"['de', 'cre', 'ment']",Incorrect,Incorrect,"['in', '-', 'cre', 'ment']",Correct,Correct,sentencepiece,1,Under-segmented,increment
13065,13065,indestructibility,destructibility,in-destructibility,in,Flan-T5-xxl,"['in', 'de', 'struct', 'ibility']",Correct,Correct,"['de', 'struct', 'ibility']",Incorrect,Incorrect,"['in', '-', 'de', 'struct', 'ibility']",Correct,Correct,sentencepiece,1,Correct,in
13095,13095,indirectness,directness,in-directness,in,Flan-T5-xxl,"['indirect', 'ness']",Incorrect,Correct,"['direct', 'ness']",Incorrect,Incorrect,"['in', '-', 'direct', 'ness']",Correct,Correct,sentencepiece,1,Under-segmented,indirect
13125,13125,disembarkation,embarkation,dis-embarkation,dis,Flan-T5-xxl,"['dis', 'e', 'm', 'bar', 'k', 'ation']",Correct,Correct,"['embark', 'ation']",Incorrect,Incorrect,"['dis', '-', 'e', 'm', 'bar', 'k', 'ation']",Correct,Correct,sentencepiece,1,Correct,dis
13155,13155,downtick,uptick,down-tick,down,Flan-T5-xxl,"['down', 't', 'ick']",Correct,Correct,"['up', 't', 'ick']",Incorrect,Incorrect,"['down', '-', 't', 'ick']",Correct,Correct,sentencepiece,1,Correct,down
