word,neg_score,pos_score,label
awnless,0.0,0.0,2
uninvolved,0.125,0.125,2
hopelessly,0.0,0.375,1
irrationally,0.0,0.125,2
supernatural,0.75,0.0,0
unassertively,0.0,0.25,2
de-energise,0.0,0.0,2
unshaven,0.0,0.0,2
unbalance,0.0,0.0,2
uninhibited,0.625,0.0,0
insensitivity,0.625,0.125,0
insensitively,0.0,0.25,2
untruthfulness,0.375,0.375,2
ineligibility,0.375,0.25,2
unsent,0.0,0.0,2
colourless,0.0,0.0,2
undeservedly,0.0,0.25,2
immutability,0.5,0.125,0
infamy,0.0,0.0,2
unplayful,0.375,0.25,2
unimportance,0.25,0.125,2
unmanly,0.5,0.0,0
indiscreet,0.0,0.0,2
antiseptic,0.5,0.375,2
ineffective,0.625,0.0,0
nonintellectual,0.125,0.375,2
anisotropic,0.0,0.0,2
asynchronism,0.0,0.0,2
disintegrative,0.0,0.0,2
dissimilate,0.0,0.0,2
unexcited,0.125,0.125,2
powerless,0.0,0.0,2
illogically,0.0,0.125,2
unconnectedness,0.0,0.0,2
involuntarily,0.0,0.0,2
uncolored,0.0,0.0,2
untie,0.0,0.0,2
inner,0.0,0.0,2
colorlessness,0.0,0.0,2
breastless,0.0,0.0,2
unapologetic,0.25,0.0,2
ebracteate,0.0,0.0,2
non-proliferation,0.0,0.0,2
unpalatable,0.75,0.125,0
unfinished,0.625,0.0,0
indispose,0.0,0.0,2
outward,0.0,0.0,2
unfunded,0.0,0.0,2
unloved,0.125,0.0,2
ununderstood,0.0,0.0,2
nonfissionable,0.5,0.0,0
unconditionally,0.5,0.0,0
anticatalyst,0.0,0.0,2
disinflation,0.0,0.0,2
decrescendo,0.0,0.0,2
descending,0.0,0.0,2
inappropriateness,0.75,0.0,0
noncolumned,0.0,0.0,2
denazify,0.0,0.0,2
involuntary,0.75,0.0,0
incredibility,0.125,0.5,1
outgo,0.0,0.0,2
immoderately,0.0,0.125,2
unstrap,0.0,0.0,2
unsheathe,0.0,0.0,2
unintelligibility,0.0,0.0,2
deflationary_spiral,0.0,0.0,2
unseasoned,0.625,0.0,0
unbaptized,0.625,0.0,0
incoherent,0.0,0.0,2
improbable,0.625,0.0,0
unquotable,0.5,0.0,0
insincere,0.0,0.0,2
inexpedient,0.0,0.0,2
unconvinced,0.625,0.125,0
inflexibly,0.0,0.125,2
malevolently,0.0,0.25,2
disagreeably,0.25,0.0,2
unscrupulous,0.625,0.0,0
demystify,0.0,0.0,2
misfortune,0.5,0.0,0
unromantically,0.0,0.25,2
disappearance,0.0,0.0,2
uncombined,0.5,0.125,0
atonal,0.375,0.0,0
undependably,0.0,0.25,2
unpredictable,0.625,0.0,0
unsystematic,0.125,0.0,2
unbend,0.0,0.0,2
insurmountable,0.75,0.0,0
unwieldy,0.0,0.0,2
unfurrowed,0.5,0.0,0
noninfectious,0.375,0.0,0
unavenged,0.5,0.0,0
incurability,0.125,0.125,2
contralateral,0.0,0.0,2
unclip,0.0,0.0,2
unicameral,0.0,0.0,2
inconsistency,0.25,0.0,2
decriminalise,0.0,0.0,2
undeclared,0.75,0.0,0
artlessness,0.375,0.625,2
unintentionally,0.125,0.25,2
nonradioactive,0.25,0.0,2
avascular,0.0,0.0,2
unhappy,0.75,0.0,0
unstaged,0.625,0.0,0
indistinguishable,0.5,0.125,0
unperceptive,0.25,0.125,2
undeveloped,0.25,0.0,2
discontinuation,0.0,0.0,2
disjoin,0.0,0.0,2
dishonor,0.0,0.0,2
uncousinly,0.0,0.0,2
disingenuousness,0.625,0.25,0
inhospitableness,0.5,0.125,0
unclean,0.75,0.0,0
desynchronise,0.0,0.0,2
decompress,0.0,0.0,2
impervious,0.625,0.0,0
inexpediently,0.0,0.25,2
ineloquently,0.0,0.125,2
nonporous,0.625,0.0,0
nonmetamorphic,0.125,0.0,2
syncategoreme,0.375,0.125,2
decentralise,0.0,0.0,2
disable,0.0,0.0,2
unproductively,0.0,0.125,2
insignificance,0.25,0.375,2
unshapely,0.0,0.0,2
ineradicable,0.5,0.125,0
invalidate,0.0,0.0,2
unpeaceful,0.75,0.0,0
debilitating,0.0,0.0,2
noncomprehensively,0.0,0.0,2
inflexibility,0.5,0.0,0
soleless,0.0,0.0,2
disassemble,0.0,0.0,2
unmined,0.25,0.0,2
unrighteous,0.625,0.375,2
maleficence,0.5,0.0,0
unreactive,0.0,0.0,2
disincentive,0.125,0.0,2
incorruptness,0.25,0.75,1
inconvenient,0.0,0.0,2
unselfishly,0.0,0.375,1
undue,0.25,0.125,2
aplacental,0.0,0.0,2
abactinal,0.0,0.0,2
inconsiderately,0.0,0.25,2
unmodifiable,0.625,0.0,0
uncomfortable,0.75,0.0,0
unpublishable,0.75,0.25,0
atypicality,0.0,0.0,2
irrelevance,0.0,0.0,2
fruitlessly,0.0,0.125,2
unalterable,0.75,0.0,0
humorlessly,0.0,0.25,2
nonattendance,0.0,0.0,2
unlined,0.625,0.0,0
indestructibility,0.25,0.0,2
inelasticity,0.5,0.0,0
nonreflective,0.625,0.0,0
disinclination,0.625,0.25,0
disservice,0.0,0.0,2
incorrectly,0.0,0.25,2
untidy,0.0,0.0,2
uselessly,0.0,0.25,2
deodourise,0.0,0.0,2
inefficaciously,0.0,0.25,2
armless,0.0,0.0,2
impotence,0.375,0.125,2
overtime,0.0,0.0,2
unwillingness,0.5,0.0,0
unloading,0.0,0.0,2
nondriver,0.0,0.0,2
ungrammatically,0.0,0.25,2
inconsiderable,0.0,0.125,2
uncork,0.0,0.0,2
maleficent,0.0,0.0,2
disadvantageous,0.25,0.75,1
unsheared,0.125,0.0,2
unwarily,0.375,0.0,0
unashamedly,0.0,0.0,2
infinitely,0.0,0.125,2
unrelatedness,0.5,0.0,0
unintelligible,0.0,0.375,1
unappealingly,0.0,0.25,2
unburied,0.25,0.0,2
dissonance,0.0,0.125,2
unblended,0.625,0.0,0
ungracefully,0.0,0.0,2
untapped,0.625,0.0,0
illegitimacy,0.0,0.0,2
unoccupied,0.75,0.0,0
insane,0.0,0.0,2
disinherit,0.0,0.0,2
disappear,0.0,0.0,2
nonindulgent,0.0,0.0,2
unmotorized,0.0,0.0,2
merciless,0.0,0.0,2
unfavorableness,0.625,0.0,0
detach,0.0,0.0,2
unattached,0.0,0.0,2
undramatically,0.0,0.25,2
uncontroversial,0.625,0.125,0
irresoluteness,0.375,0.25,2
downstairs,0.0,0.0,2
toneless,0.0,0.0,2
inconveniently,0.0,0.125,2
intemperance,0.375,0.375,2
unsettled,0.0,0.0,2
inequitable,0.625,0.25,0
unfaithfully,0.0,0.25,2
implacable,0.444,0.556,2
inexplicable,0.5,0.125,0
joyless,0.0,0.0,2
unrenewable,0.125,0.125,2
insincerely,0.0,0.0,2
unfurl,0.0,0.0,2
dishonorably,0.0,0.25,2
anestrous,0.0,0.0,2
denationalize,0.0,0.0,2
nonechoic,0.0,0.0,2
dislodge,0.0,0.0,2
impersonal,0.625,0.0,0
asexual,0.625,0.0,0
nonabsorbent,0.0,0.0,2
ungroomed,0.75,0.125,0
decelerate,0.0,0.0,2
discordant,0.0,0.0,2
harmlessly,0.0,0.25,2
uncoiled,0.5,0.0,0
unoiled,0.125,0.0,2
nonsteroidal,0.375,0.0,0
unsatisfactoriness,0.0,0.75,1
decentralize,0.0,0.0,2
nonbeing,0.0,0.0,2
nonspeaking,0.0,0.0,2
unlisted_security,0.0,0.0,2
undemonstrative,0.75,0.0,0
uncontaminated,0.625,0.125,0
demagnetize,0.0,0.0,2
undemocratically,0.0,0.25,2
demythologize,0.0,0.0,2
unwrap,0.0,0.0,2
nonsyllabic,0.5,0.0,0
disorienting,0.0,0.0,2
unrepentant,0.75,0.0,0
unsexy,0.0,0.0,2
unwritten,0.25,0.375,2
useless,0.0,0.0,2
dishonorable,0.5,0.5,2
nonslippery,0.0,0.0,2
unappetizing,0.0,0.0,2
decentralized,0.0,0.0,2
decentralization,0.0,0.0,2
ungraciously,0.0,0.0,2
desecrate,0.0,0.0,2
uncivil,0.0,0.875,1
disenchanted,0.0,0.0,2
unfueled,0.625,0.0,0
downwardly,0.125,0.0,2
irresponsibility,0.375,0.0,0
heedless,0.0,0.0,2
moneyless,0.0,0.0,2
unstuff,0.0,0.0,2
tastelessness,0.0,0.0,2
unabridged,0.0,0.0,2
excommunicate,0.0,0.0,2
inaccuracy,0.75,0.125,0
indehiscent,0.0,0.0,2
unpalatably,0.0,0.0,2
invalid,0.75,0.0,0
unrentable,0.375,0.25,2
diverge,0.0,0.0,2
incompressible,0.625,0.0,0
nonrigid,0.0,0.125,2
nondevelopment,0.25,0.0,2
unenforced,0.5,0.0,0
immodest,0.0,0.0,2
uninteresting,0.0,0.0,2
inexplicitness,0.625,0.25,0
noncrucial,0.25,0.5,2
intractable,0.75,0.0,0
inadequate,0.0,0.0,2
declassify,0.0,0.0,2
unretentive,0.125,0.0,2
inflexible,0.25,0.125,2
deglycerolize,0.0,0.0,2
analphabetic,0.0,0.0,2
uncorrected,0.75,0.0,0
unconscientious,0.75,0.0,0
unreasonable,0.375,0.375,2
uncultivated,0.0,0.0,2
indispensable,0.0,0.0,2
dissuasive,0.0,0.0,2
antinode,0.0,0.0,2
inhospitable,0.125,0.125,2
unprovocative,0.25,0.375,2
outgoing,0.0,0.0,2
asymmetry,0.375,0.0,0
incongruousness,0.875,0.125,0
inclement,0.0,0.0,2
uncombed,0.0,0.0,2
unfold,0.0,0.0,2
unostentatious,0.125,0.0,2
unproductiveness,0.375,0.125,2
uninjured,0.5,0.375,2
unvaried,0.25,0.125,2
indecisiveness,0.0,0.0,2
underexpose,0.0,0.0,2
underestimate,0.5,0.0,0
illegitimately,0.0,0.25,2
nonjudgmental,0.125,0.0,2
unexcitable,0.125,0.375,2
unfurnished,0.0,0.0,2
immorality,0.75,0.25,0
de-ionate,0.0,0.0,2
incaution,0.125,0.375,2
unshuttered,0.75,0.0,0
uninhabited,0.5,0.0,0
unprophetic,0.0,0.0,2
unexpected,0.375,0.125,2
disunify,0.0,0.0,2
non-invertible,0.625,0.0,0
hypotonic,0.0,0.0,2
improper,0.0,0.0,2
unpaved,0.75,0.0,0
unsuitableness,0.25,0.5,2
inopportuneness,0.25,0.375,2
unsolved,0.125,0.125,2
unscheduled,0.625,0.0,0
unsympathetic,0.875,0.0,0
unbound,0.0,0.0,2
imprudent,0.0,0.0,2
irreversibility,0.25,0.375,2
subjacent,0.0,0.0,2
lossless,0.0,0.0,2
impure,0.0,0.0,2
indirectness,0.25,0.0,2
unpackaged,0.5,0.125,0
inconvenience,0.875,0.0,0
unassisted,0.25,0.0,2
unquiet,0.75,0.0,0
unencumbered,0.375,0.5,2
undimmed,0.75,0.0,0
discourtesy,1.0,0.0,0
ungeared,0.625,0.0,0
unerect,0.625,0.0,0
unopposed,0.75,0.0,0
unsoundness,0.25,0.0,2
nonprehensile,0.0,0.0,2
implausibility,0.5,0.375,2
deductive,0.0,0.0,2
disjunct,0.0,0.0,2
disapproval,0.375,0.125,2
uninterestingly,0.0,0.375,1
desegregate,0.0,0.0,2
unprepared,0.5,0.125,0
punctureless,0.0,0.0,2
disreputable,0.25,0.375,2
unsatisfactory,0.0,0.0,2
uncrossed,0.125,0.0,2
unenthusiastic,0.5,0.25,2
imperishable,0.375,0.0,0
irreligious,0.5,0.125,0
insentient,0.0,0.0,2
acarpelous,0.0,0.0,2
unweave,0.0,0.0,2
unmuzzle,0.0,0.0,2
hypotensive,0.5,0.0,0
maladroit,0.0,0.0,2
hypotonicity,0.0,0.0,2
uncertified,0.25,0.0,2
incomprehensible,0.5,0.125,0
effortless,0.0,0.0,2
asynchronous,0.0,0.0,2
unconsciousness,0.25,0.0,2
illiterate,0.5,0.0,0
unprejudiced,0.0,0.5,1
unenlightening,0.0,0.0,2
roofless,0.0,0.0,2
infelicitously,0.0,0.25,2
insignificantly,0.0,0.125,2
unreliability,0.625,0.25,0
avirulent,0.0,0.0,2
unportable,0.375,0.125,2
jawless,0.0,0.0,2
inalienable,0.375,0.125,2
disrespectfully,0.0,0.125,2
unpleasantly,0.25,0.0,2
untwist,0.0,0.0,2
uneducated,0.75,0.25,0
distributed,0.0,0.0,2
subartesian,0.125,0.0,2
unfashionably,0.0,0.25,2
unconstitutionally,0.0,0.25,2
irreverence,0.375,0.25,2
unseal,0.0,0.0,2
impenetrability,0.375,0.5,2
import,0.0,0.0,2
nonterritorial,0.125,0.0,2
unpropitiously,0.0,0.25,2
uninformative,0.25,0.0,2
demilitarize,0.0,0.0,2
insecurity,0.125,0.0,2
flowerless,0.0,0.0,2
indiscreetly,0.25,0.0,2
unbordered,0.0,0.0,2
unsportingly,0.0,0.125,2
noncyclic,0.25,0.125,2
impossibly,0.125,0.0,2
unconnected,0.625,0.0,0
undescriptive,0.75,0.125,0
immature,0.0,0.0,2
intestate,0.0,0.0,2
distrustfully,0.0,0.0,2
unmodified,0.75,0.0,0
unjust,0.375,0.375,2
unclear,0.125,0.375,2
unrigged,0.0,0.0,2
dislike,0.0,0.0,2
unmoving,0.0,0.0,2
nonarbitrable,0.625,0.0,0
unairworthy,0.5,0.25,2
insubordination,0.125,0.125,2
heedlessness,0.0,0.0,2
unlikelihood,0.0,0.125,2
unsized,0.625,0.0,0
unworldly,0.0,0.0,2
meatless,0.0,0.0,2
disequilibrium,0.0,0.0,2
nonadhesive,0.75,0.0,0
achromatic_color,0.125,0.0,2
nonrepresentative,0.625,0.0,0
unsavory,0.0,0.0,2
nonabsorbency,0.0,0.0,2
unplanned,0.375,0.125,2
unventilated,0.25,0.0,2
insecureness,0.125,0.0,2
disrespectful,0.0,0.0,2
unemotional,0.444,0.556,2
nonsuppurative,0.25,0.0,2
unknowable,0.25,0.125,2
discontent,0.0,0.125,2
unintelligibly,0.0,0.125,2
unrecoverable,0.5,0.0,0
unsound,0.0,0.0,2
incommutable,0.5,0.0,0
inopportunely,0.0,0.0,2
unresponsiveness,0.5,0.0,0
irresponsibleness,0.375,0.0,0
untruthfully,0.0,0.25,2
unstrain,0.0,0.0,2
illiteracy,0.5,0.125,0
painlessly,0.375,0.0,0
impermanence,0.25,0.0,2
imprudently,0.0,0.25,2
incapability,0.25,0.0,2
boneless,0.0,0.0,2
unimpressionable,0.75,0.0,0
unsuitably,0.125,0.125,2
disincarnate,0.0,0.0,2
incapacity,0.0,0.375,1
unpretentiousness,0.5,0.375,2
unlikely,0.625,0.0,0
decertify,0.0,0.0,2
unexcitingly,0.0,0.25,2
unwittingly,0.375,0.0,0
discomposed,0.0,0.0,2
unrestricted,0.625,0.0,0
unbolt,0.0,0.0,2
lipless,0.0,0.0,2
unwoven,0.0,0.0,2
unmusical,0.25,0.0,2
nonspatial,0.25,0.0,2
dissuasion,0.0,0.0,2
irreplaceable,0.75,0.0,0
unnecessary,0.25,0.25,2
fruitlessness,0.375,0.125,2
nonmechanical,0.25,0.0,2
pointless,0.0,0.0,2
insanely,0.25,0.5,2
unpatriotically,0.0,0.25,2
tramontane,0.0,0.0,2
immoderate,0.0,0.0,2
disarmament,0.0,0.0,2
unattractiveness,0.25,0.0,2
nonextensile,0.0,0.0,2
inexpensiveness,0.125,0.375,2
unsecured_bond,0.0,0.0,2
motionlessness,0.375,0.0,0
ungrammatical,0.75,0.0,0
unfathomable,0.625,0.0,0
branchless,0.0,0.0,2
immigrate,0.0,0.0,2
unmerited,0.625,0.125,0
disadvantageously,0.625,0.125,0
nonconformism,0.0,0.0,2
thoughtless,0.0,0.0,2
disembarkation,0.0,0.0,2
unsupervised,0.5,0.125,0
unpolished,0.5,0.0,0
unrepeatable,0.5,0.0,0
nonprofessional,0.625,0.0,0
unfasten,0.0,0.0,2
illicitly,0.0,0.25,2
unseasonably,0.5,0.0,0
unglazed,0.625,0.0,0
mismatched,0.0,0.0,2
infrequent,0.0,0.0,2
unceremoniousness,0.25,0.5,2
nonaddictive,0.5,0.25,2
destalinize,0.0,0.0,2
illicitness,0.75,0.0,0
de-iodinating,0.0,0.0,2
unpretentiously,0.0,0.375,1
unpretentious,0.375,0.25,2
non-market_economy,0.0,0.0,2
underact,0.0,0.0,2
thoughtlessly,0.0,0.25,2
nonassociative,0.125,0.0,2
dissent,0.0,0.0,2
unacceptability,0.75,0.125,0
uneager,0.0,0.0,2
wheelless,0.0,0.0,2
impreciseness,0.5,0.375,2
illegality,0.375,0.0,0
outlaw,0.25,0.0,2
unprecedented,0.0,0.0,2
nonreciprocal,0.125,0.0,2
unsensational,0.625,0.125,0
inexact,0.0,0.0,2
indecisively,0.125,0.0,2
insanity,0.375,0.25,2
aborad,0.0,0.0,2
denaturalize,0.0,0.0,2
unimaginatively,0.0,0.125,2
unmated,0.0,0.0,2
nonparticipation,0.0,0.0,2
undershoot,0.0,0.0,2
unacceptably,0.375,0.0,0
carelessly,0.375,0.0,0
indecorously,0.0,0.0,2
undramatic,0.5,0.125,0
unscalable,0.0,0.625,1
disfluency,0.0,0.0,2
nonfunctional,0.75,0.0,0
downgrade,0.0,0.0,2
unpowered,0.625,0.0,0
ill-advised,0.125,0.0,2
aboral,0.0,0.0,2
hypotonia,0.0,0.0,2
undesirable,0.5,0.125,0
uncommonness,0.0,0.375,1
unlucky,0.75,0.125,0
unoriginal,0.75,0.0,0
nontraditional,0.875,0.0,0
unclasp,0.0,0.0,2
illegibly,0.0,0.25,2
ineffectively,0.0,0.25,2
inarticulately,0.0,0.125,2
irremediable,0.625,0.0,0
de-escalate,0.0,0.0,2
nonsingular_matrix,0.0,0.0,2
informal,0.25,0.0,2
unwebbed,0.125,0.0,2
unexpendable,0.75,0.25,0
atonality,0.25,0.0,2
unlisted,0.75,0.0,0
decolonize,0.0,0.0,2
dissatisfy,0.0,0.0,2
incompatibly,0.0,0.0,2
unsociably,0.0,0.25,2
uncleanliness,0.5,0.125,0
unstratified,0.75,0.0,0
paranormal,0.0,0.0,2
unconditional,0.125,0.0,2
unstressed,0.75,0.0,0
unholy,0.0,0.0,2
unironed,0.25,0.0,2
uncreative,0.5,0.0,0
disassociation,0.0,0.0,2
unfavorable,0.75,0.0,0
unluckily,0.875,0.0,0
insubstantiality,0.0,0.0,2
inefficiency,0.5,0.0,0
unstaple,0.0,0.0,2
dystopian,0.375,0.125,2
anticholinergic,0.0,0.0,2
discomposure,0.75,0.0,0
unscholarly,0.0,0.0,2
unobtrusive,0.625,0.0,0
unbelief,0.0,0.0,2
unidentifiable,0.5,0.0,0
illogicality,0.75,0.25,0
informally,0.0,0.0,2
unfashionable,0.75,0.0,0
unlaureled,0.625,0.0,0
unmotivated,0.0,0.0,2
unclassified,0.75,0.0,0
illegible,0.0,0.0,2
unanimated,0.5,0.375,2
nonintegrated,0.0,0.0,2
dysgenics,0.25,0.0,2
hypertensive,0.5,0.0,0
unassigned,0.25,0.0,2
unfilled,0.125,0.0,2
undatable,0.75,0.0,0
incautious,0.25,0.25,2
exclude,0.0,0.0,2
unsalable,0.5,0.0,0
misconception,0.625,0.25,0
depressurise,0.0,0.0,2
unattractive,0.25,0.5,2
inexactly,0.0,0.125,2
mistrust,0.0,0.375,1
uncensored,0.5,0.0,0
improbability,0.375,0.5,2
passionless,0.0,0.0,2
nonmigratory,0.0,0.0,2
immediacy,0.0,0.0,2
nonnative,0.625,0.0,0
uncarved,0.125,0.0,2
disinclined,0.0,0.0,2
unsuccessful,0.5,0.0,0
unfastidious,0.625,0.0,0
unoriented,0.625,0.0,0
impractical,0.625,0.0,0
offside,0.0,0.0,2
inessential,0.75,0.0,0
nonsurgical,0.125,0.0,2
injudiciousness,0.0,0.875,1
unemotionality,0.5,0.25,2
underbid,0.0,0.0,2
unintrusive,0.625,0.0,0
demote,0.0,0.0,2
tearless,0.0,0.0,2
incomplete,0.0,0.0,2
nonlinguistic,0.75,0.0,0
intolerantly,0.0,0.5,1
nonruminant,0.0,0.0,2
unchartered,0.125,0.0,2
unperplexed,0.75,0.0,0
powerlessness,0.375,0.125,2
unwary,0.625,0.125,0
unhappiness,0.75,0.0,0
dehumidify,0.0,0.0,2
disarranged,0.0,0.0,2
undiscerning,0.0,0.0,2
uncover,0.0,0.0,2
unaffected,0.125,0.125,2
unvariedness,0.5,0.125,0
unmown,0.5,0.0,0
unmarked,0.625,0.0,0
inelastic,0.125,0.0,2
discourage,0.0,0.0,2
unsteadily,0.125,0.0,2
noncompetitively,0.0,0.25,2
unedifying,0.0,0.0,2
innocuous,0.75,0.0,0
disorient,0.0,0.0,2
dissatisfaction,0.5,0.125,0
undocumented,0.0,0.0,2
incredibly,0.5,0.0,0
unbanded,0.75,0.0,0
nonsignificant,0.0,0.0,2
outpatient,0.5,0.0,0
discontinuance,0.0,0.0,2
unfamiliarity,0.375,0.0,0
invisible,0.625,0.25,0
unprofitably,0.5,0.0,0
ill-natured,0.875,0.0,0
deconcentrate,0.0,0.0,2
counterrevolutionary,0.0,0.0,2
unintended,0.5,0.0,0
grassless,0.0,0.0,2
destructiveness,0.625,0.0,0
undependability,0.625,0.25,0
styleless,0.0,0.0,2
untimbered,0.25,0.125,2
unharness,0.0,0.0,2
unauthorized,0.875,0.0,0
unwitting,0.0,0.0,2
de-iodinate,0.0,0.0,2
internally,0.0,0.0,2
deactivation,0.0,0.0,2
toothless,0.0,0.0,2
nonoperational,0.5,0.0,0
apetalous,0.0,0.0,2
discouragement,0.375,0.125,2
unlawfulness,0.5,0.0,0
underived,0.25,0.375,2
indispensableness,0.375,0.375,2
unselfconsciousness,0.25,0.5,2
unsocial,0.625,0.0,0
nonviolent,0.0,0.0,2
impartiality,0.0,0.0,2
atonicity,0.5,0.0,0
unoffending,0.0,0.0,2
incongruity,0.875,0.125,0
unacquisitive,0.5,0.0,0
hopelessness,0.5,0.375,2
deodorize,0.0,0.0,2
unsheathed,0.75,0.0,0
unwilling,0.75,0.0,0
unrhythmical,0.75,0.0,0
unwholesomeness,0.75,0.125,0
careless,0.0,0.0,2
uncrowned,0.5,0.0,0
unfairly,0.0,0.25,2
incorrigible,0.5,0.0,0
malign,0.0,0.0,2
headless,0.0,0.0,2
nonfat,0.0,0.0,2
nonsectarian,0.625,0.0,0
untrustiness,0.75,0.0,0
unaccommodating,0.0,0.0,2
noncommercial,0.75,0.0,0
tuneless,0.0,0.0,2
unholiness,0.375,0.375,2
undesirability,0.125,0.5,1
impermeability,0.25,0.0,2
lawlessly,0.0,0.25,2
misconstruction,0.375,0.0,0
infallible,0.5,0.125,0
antimagnetic,0.375,0.0,0
impolitely,0.0,0.25,2
unseamanlike,0.0,0.0,2
uneasy,0.5,0.0,0
sleeveless,0.0,0.0,2
unstatesmanlike,0.0,0.0,2
antitype,0.0,0.0,2
unsociable,0.75,0.0,0
unregulated,0.625,0.0,0
unborn,0.125,0.0,2
impolite,0.0,0.0,2
inconsideration,0.5,0.375,2
incoherence,0.125,0.125,2
irresolute,0.0,0.0,2
incommodious,0.0,0.0,2
unsold,0.75,0.0,0
illegibility,0.0,0.0,2
undynamic,0.625,0.0,0
untwine,0.0,0.0,2
unimodal,0.0,0.0,2
nonrepetitive,0.125,0.0,2
unreliableness,0.625,0.25,0
untrained,0.5,0.125,0
unmalicious,0.778,0.222,0
unpatronized,0.0,0.0,2
understock,0.0,0.0,2
insubstantial,0.125,0.0,2
unaggressive,0.625,0.0,0
indeterminate,0.0,0.0,2
unpalatability,0.125,0.0,2
disenfranchised,0.0,0.0,2
discourteous,0.25,0.625,1
nonvolatile,0.0,0.0,2
unconventional,0.75,0.0,0
nonresidential,0.125,0.0,2
earless,0.0,0.0,2
unreverberant,0.375,0.125,2
unlawfully,0.0,0.25,2
unbelted,0.25,0.125,2
noncomprehensive,0.125,0.0,2
irrelevant,0.0,0.0,2
unweaned,0.25,0.0,2
unattributable,0.25,0.125,2
unfreeze,0.0,0.0,2
unrighteousness,0.0,0.625,1
inconsistently,0.0,0.0,2
uncross,0.0,0.0,2
uncomfortably,0.375,0.0,0
disobedient,0.0,0.0,2
nonexistent,0.0,0.0,2
unrifled,0.5,0.0,0
inconstant,0.0,0.0,2
disallow,0.0,0.0,2
unconcerned,0.25,0.25,2
disconnect,0.25,0.0,2
demonetization,0.5,0.0,0
inelegant,0.0,0.0,2
nonionic,0.125,0.375,2
insalubriousness,0.25,0.5,2
anticlimactic,0.0,0.0,2
unchanged,0.625,0.0,0
unresentful,0.5,0.0,0
loamless,0.0,0.0,2
imbalance,0.0,0.0,2
impassable,0.0,0.625,1
unrestrained,0.625,0.0,0
understatement,0.125,0.0,2
inability,0.25,0.125,2
immorally,0.625,0.0,0
artless,0.0,0.0,2
unrespectable,0.125,0.625,1
unequivocalness,0.0,0.25,2
impious,0.5,0.25,2
unreconstructed,0.0,0.0,2
unlaced,0.0,0.0,2
inappositeness,0.0,0.75,1
infrequently,0.0,0.0,2
dystopia,0.625,0.0,0
harmless,0.0,0.0,2
undesigned,0.75,0.0,0
indigestibility,0.375,0.0,0
unbind,0.0,0.0,2
demobilise,0.0,0.0,2
rimless,0.0,0.0,2
worthlessness,0.5,0.125,0
destabilisation,0.0,0.0,2
uncaulked,0.625,0.0,0
subhuman,0.0,0.0,2
disabling,0.0,0.0,2
unreportable,0.5,0.0,0
displeasing,0.0,0.0,2
ribless,0.0,0.0,2
nonmonotonic,0.375,0.0,0
unkindness,0.25,0.375,2
ingratitude,0.625,0.25,0
discontinuous,0.0,0.0,2
untanned,0.625,0.0,0
intangible,0.625,0.0,0
unexchangeability,0.5,0.0,0
inaudible,0.5,0.125,0
undeciphered,0.25,0.0,2
unpaid,0.125,0.0,2
unalert,0.5,0.25,2
decontamination,0.125,0.0,2
imprecise,0.0,0.0,2
nonspherical,0.125,0.0,2
insufficiently,0.0,0.0,2
purposeless,0.0,0.0,2
inexpressively,0.0,0.25,2
displeased,0.75,0.125,0
incalculable,0.625,0.125,0
antipyretic,0.0,0.5,1
spineless,0.0,0.0,2
disintegrate,0.0,0.0,2
intolerance,0.375,0.0,0
infinite,0.0,0.0,2
astigmatism,0.625,0.0,0
impatience,0.625,0.0,0
descend,0.0,0.0,2
unturned,0.125,0.0,2
unrefined,0.75,0.0,0
unconditioned,0.625,0.0,0
disorderly,0.0,0.0,2
unwind,0.0,0.0,2
abducent,0.0,0.0,2
unadorned,0.625,0.25,0
uncommunicativeness,0.125,0.25,2
dematerialise,0.0,0.0,2
inextricable,0.625,0.0,0
untied,0.125,0.0,2
undifferentiated,0.25,0.0,2
undeceive,0.0,0.0,2
desynchronize,0.0,0.0,2
unlash,0.0,0.0,2
off-season,0.0,0.0,2
indivisible,0.625,0.0,0
detachable,0.0,0.25,2
abnormality,0.0,0.25,2
disrepute,0.375,0.25,2
downwards,0.0,0.0,2
unconstitutional,0.75,0.0,0
nonfatal,0.375,0.0,0
disagreeableness,0.875,0.125,0
untune,0.0,0.0,2
noncollapsible,0.5,0.0,0
dissimilarity,0.5,0.25,2
unable,0.75,0.0,0
Nonconformist,0.625,0.0,0
untrimmed,0.125,0.0,2
subtraction,0.0,0.0,2
unaddressed,0.125,0.0,2
unstudied,0.75,0.0,0
unlubricated,0.125,0.0,2
injudiciously,0.0,0.25,2
unnatural,0.75,0.0,0
unaccustomed,0.75,0.0,0
underspend,0.0,0.0,2
unenlightened,0.0,0.5,1
discharge,0.0,0.0,2
unreassuring,0.0,0.0,2
undiplomatically,0.0,0.25,2
unrestraint,0.375,0.375,2
uncrannied,0.5,0.0,0
unprofessional,0.625,0.0,0
nonvolatile_storage,0.0,0.0,2
bibless,0.0,0.0,2
nonpolitical,0.125,0.125,2
uncritical,0.375,0.375,2
unclearness,0.5,0.25,2
depreciation,0.0,0.0,2
disobey,0.0,0.0,2
undiscriminating,0.0,0.0,2
unexportable,0.75,0.25,0
unobtrusively,0.0,0.25,2
decriminalisation,0.0,0.0,2
unalarming,0.0,0.0,2
unofficial,0.75,0.0,0
unburdened,0.75,0.0,0
