Unnamed: 0,word,negative_affix,tokenizer,bytes,correct,tokenizer_type,Negated
5312,hypotensive,hypo,cl100k_base,"['hyp', 'ot', 'ensive']",Incorrect,byte_level_bpe,False
5322,hypertensive,hyper,cl100k_base,"['hyp', 'ert', 'ensive']",Incorrect,byte_level_bpe,False
5332,hypotonic,hypo,cl100k_base,"['hyp', 'ot', 'onic']",Incorrect,byte_level_bpe,False
5342,unidentifiable,un,cl100k_base,"['un', 'ident', 'ifiable']",Correct,byte_level_bpe,True
5352,nonimitative,non,cl100k_base,"['non', 'imit', 'ative']",Correct,byte_level_bpe,True
5362,immediate,im,cl100k_base,"['im', 'mediate']",Correct,byte_level_bpe,False
5372,unimpaired,un,cl100k_base,"['un', 'im', 'paired']",Correct,byte_level_bpe,True
5382,unimportant,un,cl100k_base,"['un', 'important']",Correct,byte_level_bpe,True
5392,unimpressionable,un,cl100k_base,"['un', 'im', 'pression', 'able']",Correct,byte_level_bpe,True
5402,unimpressive,un,cl100k_base,"['un', 'im', 'pressive']",Correct,byte_level_bpe,True
5412,unimproved,un,cl100k_base,"['un', 'im', 'proved']",Correct,byte_level_bpe,True
5422,outboard,out,cl100k_base,"['out', 'board']",Correct,byte_level_bpe,False
5432,disinclined,dis,cl100k_base,"['dis', 'incl', 'ined']",Correct,byte_level_bpe,True
5442,outgoing,out,cl100k_base,"['out', 'going']",Correct,byte_level_bpe,False
5452,decreased,de,cl100k_base,"['de', 'cre', 'ased']",Correct,byte_level_bpe,False
5462,increasing,dis,cl100k_base,"['incre', 'asing']",Incorrect,byte_level_bpe,False
5472,deductive,de,cl100k_base,"['ded', 'uctive']",Incorrect,byte_level_bpe,False
5482,nonindulgent,non,cl100k_base,"['non', 'ind', 'ul', 'gent']",Correct,byte_level_bpe,True
5492,nonindustrial,non,cl100k_base,"['non', 'ind', 'ustrial']",Correct,byte_level_bpe,True
5502,inevitable,in,cl100k_base,"['ine', 'v', 'itable']",Incorrect,byte_level_bpe,False
5512,noninfectious,non,cl100k_base,"['non', 'in', 'fect', 'ious']",Correct,byte_level_bpe,True
5522,supernal,super,cl100k_base,"['sup', 'ernal']",Incorrect,byte_level_bpe,False
5532,deflationary,de,cl100k_base,"['def', 'lation', 'ary']",Incorrect,byte_level_bpe,False
5542,uninflected,un,cl100k_base,"['un', 'inf', 'lected']",Correct,byte_level_bpe,True
5552,uninfluential,un,cl100k_base,"['un', 'in', 'flu', 'ential']",Correct,byte_level_bpe,True
5562,uninformative,un,cl100k_base,"['un', 'inform', 'ative']",Correct,byte_level_bpe,True
5572,uninformed,un,cl100k_base,"['un', 'in', 'formed']",Correct,byte_level_bpe,True
5582,disingenuous,dis,cl100k_base,"['d', 'ising', 'enuous']",Incorrect,byte_level_bpe,True
5592,uninhabited,un,cl100k_base,"['un', 'in', 'hab', 'ited']",Correct,byte_level_bpe,True
5602,noninheritable,non,cl100k_base,"['non', 'inherit', 'able']",Correct,byte_level_bpe,True
5612,uninhibited,un,cl100k_base,"['un', 'in', 'hibited']",Correct,byte_level_bpe,True
5622,uninjectable,un,cl100k_base,"['un', 'inject', 'able']",Correct,byte_level_bpe,True
5632,uninjured,un,cl100k_base,"['un', 'in', 'jured']",Correct,byte_level_bpe,True
5642,uninquiring,un,cl100k_base,"['un', 'inqu', 'iring']",Correct,byte_level_bpe,True
5652,offshore,off,cl100k_base,"['off', 'shore']",Correct,byte_level_bpe,False
5662,uninspiring,un,cl100k_base,"['un', 'ins', 'piring']",Correct,byte_level_bpe,True
5672,noninstitutional,non,cl100k_base,"['non', 'institution', 'al']",Correct,byte_level_bpe,True
5682,noninstitutionalized,non,cl100k_base,"['non', 'institution', 'al', 'ized']",Correct,byte_level_bpe,True
5692,uninstructive,un,cl100k_base,"['un', 'in', 'struct', 'ive']",Correct,byte_level_bpe,True
5702,uninsured,un,cl100k_base,"['un', 'ins', 'ured']",Correct,byte_level_bpe,True
5712,nonintegrated,non,cl100k_base,"['non', 'int', 'egrated']",Correct,byte_level_bpe,True
5722,disintegrative,dis,cl100k_base,"['dis', 'integr', 'ative']",Correct,byte_level_bpe,True
5732,nonintellectual,non,cl100k_base,"['non', 'intel', 'lectual']",Correct,byte_level_bpe,True
5742,unintelligent,un,cl100k_base,"['un', 'int', 'elligent']",Correct,byte_level_bpe,True
5752,unintelligible,un,cl100k_base,"['un', 'int', 'ellig', 'ible']",Correct,byte_level_bpe,True
5762,unintended,un,cl100k_base,"['un', 'int', 'ended']",Correct,byte_level_bpe,True
5772,intradepartmental,in,cl100k_base,"['in', 'trad', 'ep', 'artment', 'al']",Correct,byte_level_bpe,False
5782,uninterested,un,cl100k_base,"['un', 'interested']",Correct,byte_level_bpe,True
5792,uninteresting,un,cl100k_base,"['un', 'interesting']",Correct,byte_level_bpe,True
5802,intrusive,out,cl100k_base,"['intr', 'usive']",Incorrect,byte_level_bpe,False
5812,unintrusive,un,cl100k_base,"['un', 'intr', 'usive']",Correct,byte_level_bpe,True
5822,noninvasive,non,cl100k_base,"['non', 'in', 'vasive']",Correct,byte_level_bpe,True
5832,non-invertible,non,cl100k_base,"['non', '-in', 'vert', 'ible']",Correct,byte_level_bpe,True
5842,debilitating,de,cl100k_base,"['deb', 'ilitating']",Incorrect,byte_level_bpe,False
5852,uninviting,un,cl100k_base,"['un', 'inv', 'iting']",Correct,byte_level_bpe,True
5862,uninvolved,un,cl100k_base,"['un', 'inv', 'olved']",Correct,byte_level_bpe,True
5872,outward,out,cl100k_base,"['out', 'ward']",Correct,byte_level_bpe,False
5882,de-iodinating,de,cl100k_base,"['de', '-', 'iod', 'inating']",Correct,byte_level_bpe,True
5892,nonionic,non,cl100k_base,"['non', 'ionic']",Correct,byte_level_bpe,True
5902,nonionized,non,cl100k_base,"['non', 'ion', 'ized']",Correct,byte_level_bpe,True
5912,contralateral,contra,cl100k_base,"['contr', 'al', 'ateral']",Incorrect,byte_level_bpe,False
5922,unironed,un,cl100k_base,"['un', 'iron', 'ed']",Correct,byte_level_bpe,True
5932,hypertonic,hyper,cl100k_base,"['hyp', 'ert', 'onic']",Incorrect,byte_level_bpe,False
5942,anisotropic,an,cl100k_base,"['an', 'is', 'otropic']",Correct,byte_level_bpe,False
5952,jawless,less,cl100k_base,"['jaw', 'less']",Correct,byte_level_bpe,True
5962,joyless,less,cl100k_base,"['joy', 'less']",Correct,byte_level_bpe,True
5972,nonjudgmental,non,cl100k_base,"['non', 'jud', 'gment', 'al']",Correct,byte_level_bpe,True
5982,juiceless,less,cl100k_base,"['ju', 'ice', 'less']",Correct,byte_level_bpe,True
5992,unjust,un,cl100k_base,"['un', 'just']",Correct,byte_level_bpe,True
6002,keyless,less,cl100k_base,"['key', 'less']",Correct,byte_level_bpe,True
6012,unkind,un,cl100k_base,"['unk', 'ind']",Incorrect,byte_level_bpe,True
6022,unknowable,un,cl100k_base,"['unk', 'now', 'able']",Incorrect,byte_level_bpe,True
6032,unknown,un,cl100k_base,['unknown'],Not segmented,byte_level_bpe,False
6042,unlabeled,un,cl100k_base,"['un', 'l', 'abeled']",Correct,byte_level_bpe,True
6052,unlaced,un,cl100k_base,"['un', 'l', 'aced']",Correct,byte_level_bpe,True
6062,unlamented,un,cl100k_base,"['un', 'l', 'ament', 'ed']",Correct,byte_level_bpe,True
6072,landless,less,cl100k_base,"['land', 'less']",Correct,byte_level_bpe,True
6082,unlaureled,un,cl100k_base,"['un', 'la', 'ure', 'led']",Correct,byte_level_bpe,True
6092,unlawful,un,cl100k_base,"['un', 'law', 'ful']",Correct,byte_level_bpe,True
6102,unleaded,un,cl100k_base,"['un', 'le', 'aded']",Correct,byte_level_bpe,True
6112,unleavened,un,cl100k_base,"['un', 'le', 'aven', 'ed']",Correct,byte_level_bpe,True
6122,illegal,il,cl100k_base,['illegal'],Not segmented,byte_level_bpe,True
6132,legless,less,cl100k_base,"['leg', 'less']",Correct,byte_level_bpe,False
6142,illegible,il,cl100k_base,"['il', 'leg', 'ible']",Correct,byte_level_bpe,True
6152,illegitimate,il,cl100k_base,"['il', 'leg', 'itimate']",Correct,byte_level_bpe,True
6162,illicit,il,cl100k_base,"['il', 'licit']",Correct,byte_level_bpe,True
6172,lidless,less,cl100k_base,"['lid', 'less']",Correct,byte_level_bpe,True
6182,unlighted,un,cl100k_base,"['un', 'light', 'ed']",Correct,byte_level_bpe,True
6192,unlike,un,cl100k_base,"['un', 'like']",Correct,byte_level_bpe,True
6202,disliked,dis,cl100k_base,"['dis', 'liked']",Correct,byte_level_bpe,True
6212,unlikely,un,cl100k_base,['unlikely'],Not segmented,byte_level_bpe,True
6222,limbless,less,cl100k_base,"['lim', 'b', 'less']",Correct,byte_level_bpe,True
6232,unlimited,un,cl100k_base,"['un', 'limited']",Correct,byte_level_bpe,True
6242,nonlinear,non,cl100k_base,"['non', 'linear']",Correct,byte_level_bpe,True
6252,unlined,un,cl100k_base,"['un', 'lined']",Correct,byte_level_bpe,True
6262,nonlinguistic,non,cl100k_base,"['non', 'ling', 'u', 'istic']",Correct,byte_level_bpe,True
6272,lipless,less,cl100k_base,"['lip', 'less']",Correct,byte_level_bpe,False
6282,unlisted,un,cl100k_base,"['un', 'listed']",Correct,byte_level_bpe,True
6292,illiterate,il,cl100k_base,"['ill', 'iterate']",Incorrect,byte_level_bpe,True
6302,unlivable,un,cl100k_base,"['un', 'liv', 'able']",Correct,byte_level_bpe,True
6312,unliveried,un,cl100k_base,"['un', 'l', 'iver', 'ied']",Correct,byte_level_bpe,True
6322,unloaded,un,cl100k_base,"['un', 'loaded']",Correct,byte_level_bpe,True
6332,loamless,less,cl100k_base,"['lo', 'am', 'less']",Correct,byte_level_bpe,True
6342,illogical,il,cl100k_base,"['il', 'logical']",Correct,byte_level_bpe,True
6352,lossless,less,cl100k_base,"['loss', 'less']",Correct,byte_level_bpe,True
6362,unloved,un,cl100k_base,"['un', 'lo', 'ved']",Correct,byte_level_bpe,True
6372,unloving,un,cl100k_base,"['un', 'lo', 'ving']",Correct,byte_level_bpe,True
6382,disloyal,dis,cl100k_base,"['dis', 'loy', 'al']",Correct,byte_level_bpe,True
6392,unlubricated,un,cl100k_base,"['un', 'l', 'ub', 'ric', 'ated']",Correct,byte_level_bpe,True
6402,unlucky,un,cl100k_base,"['un', 'l', 'ucky']",Correct,byte_level_bpe,True
6412,unmade,un,cl100k_base,"['un', 'made']",Correct,byte_level_bpe,True
6422,antimagnetic,anti,cl100k_base,"['ant', 'im', 'agnetic']",Incorrect,byte_level_bpe,True
6432,nonmagnetic,non,cl100k_base,"['non', 'm', 'agnetic']",Correct,byte_level_bpe,True
6442,unmalicious,un,cl100k_base,"['un', 'mal', 'icious']",Correct,byte_level_bpe,True
6452,unmalted,un,cl100k_base,"['un', 'm', 'alted']",Correct,byte_level_bpe,True
6462,unmanageable,un,cl100k_base,"['un', 'manage', 'able']",Correct,byte_level_bpe,True
6472,unmanly,un,cl100k_base,"['un', 'man', 'ly']",Correct,byte_level_bpe,True
6482,unmanned,un,cl100k_base,"['un', 'm', 'anned']",Correct,byte_level_bpe,True
6492,unmarked,un,cl100k_base,"['un', 'marked']",Correct,byte_level_bpe,False
6502,unmarried,un,cl100k_base,"['un', 'married']",Correct,byte_level_bpe,True
6512,mismatched,mis,cl100k_base,"['m', 'ismatch', 'ed']",Incorrect,byte_level_bpe,True
6522,unmated,un,cl100k_base,"['un', 'm', 'ated']",Correct,byte_level_bpe,True
6532,immaterial,im,cl100k_base,"['im', 'material']",Correct,byte_level_bpe,True
6542,immature,im,cl100k_base,"['imm', 'ature']",Incorrect,byte_level_bpe,True
6552,immeasurable,im,cl100k_base,"['im', 'me', 'asurable']",Correct,byte_level_bpe,True
6562,meatless,less,cl100k_base,"['me', 'at', 'less']",Correct,byte_level_bpe,True
6572,nonmechanical,non,cl100k_base,"['non', 'me', 'chan', 'ical']",Correct,byte_level_bpe,True
6582,unmelodious,un,cl100k_base,"['un', 'mel', 'od', 'ious']",Correct,byte_level_bpe,True
6592,unmelted,un,cl100k_base,"['un', 'm', 'elt', 'ed']",Correct,byte_level_bpe,True
6602,memberless,less,cl100k_base,"['member', 'less']",Correct,byte_level_bpe,False
6612,merciless,less,cl100k_base,"['merc', 'iless']",Incorrect,byte_level_bpe,True
6622,unmerited,un,cl100k_base,"['un', 'mer', 'ited']",Correct,byte_level_bpe,True
6632,nonmetallic,non,cl100k_base,"['non', 'metal', 'lic']",Correct,byte_level_bpe,True
6642,nonmetamorphic,non,cl100k_base,"['non', 'met', 'am', 'orphic']",Correct,byte_level_bpe,True
6652,nonmigratory,non,cl100k_base,"['non', 'm', 'igr', 'atory']",Correct,byte_level_bpe,True
6662,intense,in,cl100k_base,"['int', 'ense']",Incorrect,byte_level_bpe,False
6672,unmilitary,un,cl100k_base,"['un', 'm', 'ilitary']",Correct,byte_level_bpe,True
6682,unmindful,un,cl100k_base,"['un', 'mind', 'ful']",Correct,byte_level_bpe,True
6692,unmined,un,cl100k_base,"['un', 'min', 'ed']",Correct,byte_level_bpe,True
6702,immiscible,im,cl100k_base,"['imm', 'isc', 'ible']",Incorrect,byte_level_bpe,True
6712,unmitigated,un,cl100k_base,"['un', 'mit', 'igated']",Correct,byte_level_bpe,True
6722,immobile,im,cl100k_base,"['imm', 'obile']",Incorrect,byte_level_bpe,True
6732,immoderate,im,cl100k_base,"['im', 'mod', 'erate']",Correct,byte_level_bpe,True
6742,nonmodern,non,cl100k_base,"['non', 'modern']",Correct,byte_level_bpe,True
6752,immodest,im,cl100k_base,"['im', 'mod', 'est']",Correct,byte_level_bpe,True
6762,unmodifiable,un,cl100k_base,"['un', 'modifiable']",Correct,byte_level_bpe,True
6772,unmodified,un,cl100k_base,"['un', 'modified']",Correct,byte_level_bpe,False
6782,unmodulated,un,cl100k_base,"['un', 'mod', 'ulated']",Correct,byte_level_bpe,True
6792,moneyless,less,cl100k_base,"['money', 'less']",Correct,byte_level_bpe,True
6802,nonmonotonic,non,cl100k_base,"['non', 'mon', 'ot', 'onic']",Correct,byte_level_bpe,False
6812,moonless,less,cl100k_base,"['moon', 'less']",Correct,byte_level_bpe,True
6822,immoral,im,cl100k_base,"['imm', 'oral']",Incorrect,byte_level_bpe,True
6832,immortal,im,cl100k_base,"['imm', 'ortal']",Incorrect,byte_level_bpe,True
6842,unmotivated,un,cl100k_base,"['un', 'mot', 'ivated']",Correct,byte_level_bpe,True
6852,unmotorized,un,cl100k_base,"['un', 'motor', 'ized']",Correct,byte_level_bpe,True
6862,unmoved,un,cl100k_base,"['un', 'moved']",Correct,byte_level_bpe,True
6872,nonmoving,non,cl100k_base,"['non', 'moving']",Correct,byte_level_bpe,True
6882,unmoving,un,cl100k_base,"['un', 'moving']",Correct,byte_level_bpe,True
6892,unmown,un,cl100k_base,"['un', 'm', 'own']",Correct,byte_level_bpe,True
6902,unmusical,un,cl100k_base,"['un', 'mus', 'ical']",Correct,byte_level_bpe,True
6912,immutable,im,cl100k_base,['immutable'],Not segmented,byte_level_bpe,True
6922,unmyelinated,un,cl100k_base,"['un', 'my', 'el', 'inated']",Correct,byte_level_bpe,True
6932,nonnative,non,cl100k_base,"['non', 'native']",Correct,byte_level_bpe,True
6942,supernatural,super,cl100k_base,"['sup', 'ern', 'atural']",Incorrect,byte_level_bpe,False
6952,unnatural,un,cl100k_base,"['unn', 'atural']",Incorrect,byte_level_bpe,True
6962,unnecessary,un,cl100k_base,"['unn', 'ecessary']",Incorrect,byte_level_bpe,True
6972,neckless,less,cl100k_base,"['neck', 'less']",Correct,byte_level_bpe,False
6982,unneurotic,un,cl100k_base,"['un', 'ne', 'uro', 'tic']",Correct,byte_level_bpe,True
6992,nontranslational,non,cl100k_base,"['non', 'trans', 'l', 'ational']",Correct,byte_level_bpe,True
7002,abnormal,ab,cl100k_base,"['ab', 'normal']",Correct,byte_level_bpe,True
7012,paranormal,para,cl100k_base,"['par', 'an', 'ormal']",Incorrect,byte_level_bpe,False
7022,unnoticeable,un,cl100k_base,"['un', 'notice', 'able']",Correct,byte_level_bpe,True
7032,unnoticed,un,cl100k_base,"['un', 'noticed']",Correct,byte_level_bpe,True
7042,malnourished,mal,cl100k_base,"['mal', 'n', 'our', 'ished']",Correct,byte_level_bpe,True
7052,innocuous,in,cl100k_base,"['inn', 'oc', 'uous']",Incorrect,byte_level_bpe,False
7062,innumerate,in,cl100k_base,"['in', 'num', 'erate']",Correct,byte_level_bpe,True
7072,disobedient,dis,cl100k_base,"['dis', 'ob', 'ed', 'ient']",Correct,byte_level_bpe,True
7082,unobligated,un,cl100k_base,"['un', 'ob', 'lig', 'ated']",Correct,byte_level_bpe,True
7092,unobstructed,un,cl100k_base,"['un', 'ob', 'struct', 'ed']",Correct,byte_level_bpe,True
7102,unobtrusive,un,cl100k_base,"['un', 'ob', 'tr', 'usive']",Correct,byte_level_bpe,True
7112,unobvious,un,cl100k_base,"['un', 'ob', 'vious']",Correct,byte_level_bpe,True
7122,unoccupied,un,cl100k_base,"['un', 'occupied']",Correct,byte_level_bpe,True
7132,odorless,less,cl100k_base,"['odor', 'less']",Correct,byte_level_bpe,True
7142,off-street,off,cl100k_base,"['off', '-st', 'reet']",Correct,byte_level_bpe,False
7152,unoffending,un,cl100k_base,"['un', 'off', 'ending']",Correct,byte_level_bpe,True
7162,inoffensive,in,cl100k_base,"['in', 'off', 'ensive']",Correct,byte_level_bpe,True
7172,unofficial,un,cl100k_base,"['un', 'official']",Correct,byte_level_bpe,True
7182,offstage,off,cl100k_base,"['off', 'stage']",Correct,byte_level_bpe,False
7192,unoiled,un,cl100k_base,"['uno', 'iled']",Incorrect,byte_level_bpe,True
7202,insectivorous,in,cl100k_base,"['in', 'sect', 'iv', 'orous']",Correct,byte_level_bpe,False
7212,off-line,off,cl100k_base,"['off', '-line']",Correct,byte_level_bpe,True
7222,on-site,on,cl100k_base,"['on', '-site']",Correct,byte_level_bpe,False
7232,offside,off,cl100k_base,"['off', 'side']",Correct,byte_level_bpe,False
7242,inoperable,in,cl100k_base,"['in', 'oper', 'able']",Correct,byte_level_bpe,True
7252,nonoperational,non,cl100k_base,"['non', 'oper', 'ational']",Correct,byte_level_bpe,True
7262,inoperative,in,cl100k_base,"['in', 'operative']",Correct,byte_level_bpe,True
7272,inopportune,in,cl100k_base,"['in', 'op', 'port', 'une']",Correct,byte_level_bpe,True
7282,unopposable,un,cl100k_base,"['un', 'op', 'posable']",Correct,byte_level_bpe,True
7292,unopposed,un,cl100k_base,"['un', 'op', 'posed']",Correct,byte_level_bpe,True
7302,aboral,ab,cl100k_base,"['abor', 'al']",Incorrect,byte_level_bpe,True
7312,disordered,dis,cl100k_base,"['dis', 'ordered']",Correct,byte_level_bpe,False
7322,disorderly,dis,cl100k_base,"['dis', 'order', 'ly']",Correct,byte_level_bpe,False
7332,extraordinary,extra,cl100k_base,"['extra', 'ordinary']",Correct,byte_level_bpe,False
7342,inorganic,in,cl100k_base,"['in', 'organic']",Correct,byte_level_bpe,True
7352,disorganized,dis,cl100k_base,"['dis', 'organized']",Correct,byte_level_bpe,True
7362,unorganized,un,cl100k_base,"['un', 'organized']",Correct,byte_level_bpe,True
7372,unoriented,un,cl100k_base,"['un', 'oriented']",Correct,byte_level_bpe,True
7382,disorienting,dis,cl100k_base,"['dis', 'orient', 'ing']",Correct,byte_level_bpe,False
7392,unoriginal,un,cl100k_base,"['un', 'original']",Correct,byte_level_bpe,True
7402,unorthodox,un,cl100k_base,"['un', 'orth', 'odox']",Correct,byte_level_bpe,True
7412,unostentatious,un,cl100k_base,"['un', 'ost', 'ent', 'at', 'ious']",Correct,byte_level_bpe,True
7422,inner,in,cl100k_base,['inner'],Not segmented,byte_level_bpe,False
7432,unowned,un,cl100k_base,"['un', 'owned']",Correct,byte_level_bpe,True
7442,unpackaged,un,cl100k_base,"['unpack', 'aged']",Incorrect,byte_level_bpe,True
7452,unpaid,un,cl100k_base,"['un', 'paid']",Correct,byte_level_bpe,True
7462,painless,less,cl100k_base,"['p', 'ainless']",Incorrect,byte_level_bpe,True
7472,unpaintable,un,cl100k_base,"['un', 'paint', 'able']",Correct,byte_level_bpe,True
7482,unpainted,un,cl100k_base,"['un', 'p', 'ainted']",Correct,byte_level_bpe,True
7492,unpalatable,un,cl100k_base,"['un', 'pal', 'atable']",Correct,byte_level_bpe,True
7502,impalpable,im,cl100k_base,"['imp', 'al', 'p', 'able']",Incorrect,byte_level_bpe,True
7512,unpardonable,un,cl100k_base,"['un', 'p', 'ardon', 'able']",Correct,byte_level_bpe,True
7522,unparented,un,cl100k_base,"['un', 'parent', 'ed']",Correct,byte_level_bpe,True
7532,impartial,im,cl100k_base,"['im', 'partial']",Correct,byte_level_bpe,False
7542,nonparticulate,non,cl100k_base,"['non', 'part', 'ic', 'ulate']",Correct,byte_level_bpe,True
7552,impassable,im,cl100k_base,"['im', 'pass', 'able']",Correct,byte_level_bpe,True
7562,nonpasserine,non,cl100k_base,"['non', 'pass', 'er', 'ine']",Correct,byte_level_bpe,False
7572,passionless,less,cl100k_base,"['pass', 'ion', 'less']",Correct,byte_level_bpe,True
7582,impatient,im,cl100k_base,"['im', 'patient']",Correct,byte_level_bpe,True
7592,unpatriotic,un,cl100k_base,"['un', 'p', 'atri', 'otic']",Correct,byte_level_bpe,True
7602,unpatronized,un,cl100k_base,"['un', 'pat', 'ron', 'ized']",Correct,byte_level_bpe,True
7612,unpaved,un,cl100k_base,"['un', 'p', 'aved']",Correct,byte_level_bpe,True
7622,unpeaceful,un,cl100k_base,"['un', 'peace', 'ful']",Correct,byte_level_bpe,True
7632,impenetrable,im,cl100k_base,"['im', 'pen', 'etr', 'able']",Correct,byte_level_bpe,True
7642,impenitent,im,cl100k_base,"['im', 'pen', 'it', 'ent']",Correct,byte_level_bpe,True
7652,imperceptible,im,cl100k_base,"['im', 'per', 'cept', 'ible']",Correct,byte_level_bpe,True
7662,unperceptive,un,cl100k_base,"['un', 'per', 'ceptive']",Correct,byte_level_bpe,True
7672,imperfect,im,cl100k_base,"['im', 'perfect']",Correct,byte_level_bpe,True
7682,aperiodic,a,cl100k_base,"['aper', 'iod', 'ic']",Incorrect,byte_level_bpe,True
7692,imperishable,im,cl100k_base,"['im', 'per', 'ish', 'able']",Correct,byte_level_bpe,True
7702,impermanent,im,cl100k_base,"['im', 'permanent']",Correct,byte_level_bpe,True
7712,impermeable,im,cl100k_base,"['im', 'per', 'me', 'able']",Correct,byte_level_bpe,True
7722,impermissible,im,cl100k_base,"['im', 'per', 'missible']",Correct,byte_level_bpe,True
7732,unpermissive,un,cl100k_base,"['un', 'per', 'missive']",Correct,byte_level_bpe,True
7742,unperplexed,un,cl100k_base,"['un', 'per', 'plex', 'ed']",Correct,byte_level_bpe,True
7752,impersonal,im,cl100k_base,"['imp', 'erson', 'al']",Incorrect,byte_level_bpe,True
7762,dissuasive,dis,cl100k_base,"['d', 'iss', 'u', 'asive']",Incorrect,byte_level_bpe,True
7772,impervious,im,cl100k_base,"['imp', 'erv', 'ious']",Incorrect,byte_level_bpe,True
7782,apetalous,a,cl100k_base,"['ap', 'etal', 'ous']",Incorrect,byte_level_bpe,True
7792,nonphotosynthetic,non,cl100k_base,"['non', 'photos', 'yn', 'thetic']",Correct,byte_level_bpe,True
7802,impious,im,cl100k_base,"['imp', 'ious']",Incorrect,byte_level_bpe,True
7812,implacable,im,cl100k_base,"['impl', 'ac', 'able']",Incorrect,byte_level_bpe,True
7822,aplacental,a,cl100k_base,"['apl', 'ac', 'ental']",Incorrect,byte_level_bpe,True
7832,unplanned,un,cl100k_base,"['un', 'pl', 'anned']",Correct,byte_level_bpe,True
7842,unplanted,un,cl100k_base,"['un', 'pl', 'anted']",Correct,byte_level_bpe,True
7852,implausible,im,cl100k_base,"['impl', 'ausible']",Incorrect,byte_level_bpe,True
7862,unplayable,un,cl100k_base,"['un', 'play', 'able']",Correct,byte_level_bpe,True
7872,unplayful,un,cl100k_base,"['un', 'play', 'ful']",Correct,byte_level_bpe,True
7882,unpleasant,un,cl100k_base,"['un', 'pleasant']",Correct,byte_level_bpe,True
7892,displeased,dis,cl100k_base,"['dis', 'ple', 'ased']",Correct,byte_level_bpe,True
7902,displeasing,dis,cl100k_base,"['dis', 'ple', 'asing']",Correct,byte_level_bpe,True
7912,unplowed,un,cl100k_base,"['un', 'pl', 'owed']",Correct,byte_level_bpe,True
7922,pointless,less,cl100k_base,"['point', 'less']",Correct,byte_level_bpe,True
7932,unpolished,un,cl100k_base,"['un', 'pol', 'ished']",Correct,byte_level_bpe,True
7942,impolite,im,cl100k_base,"['imp', 'ol', 'ite']",Incorrect,byte_level_bpe,True
7952,impolitic,im,cl100k_base,"['imp', 'ol', 'itic']",Incorrect,byte_level_bpe,True
7962,nonpolitical,non,cl100k_base,"['non', 'political']",Correct,byte_level_bpe,True
7972,imponderable,im,cl100k_base,"['im', 'ponder', 'able']",Correct,byte_level_bpe,False
7982,unpopular,un,cl100k_base,"['un', 'popular']",Correct,byte_level_bpe,True
7992,nonporous,non,cl100k_base,"['non', 'por', 'ous']",Correct,byte_level_bpe,True
8002,unportable,un,cl100k_base,"['un', 'port', 'able']",Correct,byte_level_bpe,True
8012,unposed,un,cl100k_base,"['un', 'posed']",Correct,byte_level_bpe,True
8022,impossible,im,cl100k_base,"['im', 'possible']",Correct,byte_level_bpe,True
8032,impotent,im,cl100k_base,"['imp', 'otent']",Incorrect,byte_level_bpe,False
8042,unpotted,un,cl100k_base,"['un', 'p', 'otted']",Correct,byte_level_bpe,True
8052,unpowered,un,cl100k_base,"['un', 'powered']",Correct,byte_level_bpe,True
8062,powerless,less,cl100k_base,"['power', 'less']",Correct,byte_level_bpe,True
8072,impractical,im,cl100k_base,"['im', 'pr', 'actical']",Correct,byte_level_bpe,True
8082,unprecedented,un,cl100k_base,"['un', 'precedented']",Correct,byte_level_bpe,False
8092,imprecise,im,cl100k_base,"['im', 'prec', 'ise']",Correct,byte_level_bpe,True
8102,unpredictable,un,cl100k_base,"['un', 'predict', 'able']",Correct,byte_level_bpe,True
8112,nonpregnant,non,cl100k_base,"['non', 'preg', 'nant']",Correct,byte_level_bpe,True
8122,nonprehensile,non,cl100k_base,"['non', 'preh', 'ens', 'ile']",Correct,byte_level_bpe,True
8132,unprejudiced,un,cl100k_base,"['un', 'pre', 'jud', 'iced']",Correct,byte_level_bpe,True
8142,unpremeditated,un,cl100k_base,"['un', 'pre', 'med', 'itated']",Correct,byte_level_bpe,True
8152,unprepared,un,cl100k_base,"['un', 'prepared']",Correct,byte_level_bpe,True
8162,nonprescription,non,cl100k_base,"['non', 'pres', 'cription']",Correct,byte_level_bpe,True
8172,unpresidential,un,cl100k_base,"['un', 'pres', 'idential']",Correct,byte_level_bpe,True
8182,unpretentious,un,cl100k_base,"['un', 'pret', 'entious']",Correct,byte_level_bpe,True
8192,unpreventable,un,cl100k_base,"['un', 'prevent', 'able']",Correct,byte_level_bpe,True
8202,unpriestly,un,cl100k_base,"['un', 'pri', 'est', 'ly']",Correct,byte_level_bpe,True
8212,unprincipled,un,cl100k_base,"['un', 'pr', 'incip', 'led']",Correct,byte_level_bpe,True
8222,unprintable,un,cl100k_base,"['un', 'print', 'able']",Correct,byte_level_bpe,True
8232,underprivileged,under,cl100k_base,"['under', 'privileged']",Correct,byte_level_bpe,True
8242,improbable,im,cl100k_base,"['im', 'prob', 'able']",Correct,byte_level_bpe,True
8252,unprocessed,un,cl100k_base,"['un', 'processed']",Correct,byte_level_bpe,True
8262,unproductive,un,cl100k_base,"['un', 'productive']",Correct,byte_level_bpe,True
8272,nonprofessional,non,cl100k_base,"['non', 'professional']",Correct,byte_level_bpe,True
8282,unprofessional,un,cl100k_base,"['un', 'professional']",Correct,byte_level_bpe,True
