word,neg_score,pos_score,label,checked
ineffectiveness,0.25,0.125,0,checked
nonexistence,0.125,0.0,0,checked
dependability,0.0,0.625,1,unchecked
uninfluential,0.125,0.0,0,checked
syncategorematic,0.375,0.0,2,checked
nonlinear,0.5,0.0,2,checked
supernal,0.0,0.25,1,checked
tonic,0.0,0.0,2,unchecked
chondritic,0.0,0.0,2,unchecked
permeability,0.0,0.0,2,unchecked
banded,0.0,0.0,2,unchecked
insecurely,0.0,0.125,0,checked
inconsequentially,0.125,0.0,2,checked
unscientific,0.625,0.0,0,checked
unseasonable,0.625,0.0,0,checked
lawfully,0.0,0.0,2,unchecked
commensurate,0.0,0.0,2,unchecked
radioactive,0.0,0.0,2,unchecked
unbar,0.0,0.0,2,checked
connect,0.0,0.0,2,unchecked
potence,0.0,0.0,2,unchecked
expansive,0.5,0.0,0,unchecked
irremovable,0.5,0.0,2,checked
inauspiciousness,0.625,0.0,0,checked
miscible,0.0,0.375,1,unchecked
escalate,0.0,0.0,2,unchecked
underachievement,0.0,0.125,0,checked
immovability,0.5,0.0,2,checked
unfledged,0.375,0.0,0,checked
nondrinker,0.0,0.0,2,checked
nonreturnable,0.125,0.25,0,checked
regularly,0.0,0.125,2,unchecked
backless,0.0,0.0,2,checked
uncertain,0.125,0.25,0,checked
profitability,0.0,0.75,1,unchecked
incompetent,0.625,0.0,0,checked
imperfectibility,0.0,0.25,0,checked
overhand,0.0,0.0,2,unchecked
courtesy,0.0,0.5,1,unchecked
syncategorem,0.375,0.125,2,checked
cellular,0.0,0.0,2,unchecked
uninstructively,0.125,0.0,0,checked
delineated,0.0,0.0,2,unchecked
decrement,0.0,0.0,2,unchecked
chaste,0.0,0.0,2,unchecked
go,0.0,0.0,2,unchecked
noncompetitive,0.75,0.0,2,checked
translatable,0.0,0.125,2,unchecked
unloaded,0.625,0.0,2,checked
keyed,0.0,0.0,2,unchecked
unactable,0.125,0.25,2,checked
unsociability,0.0,0.5,0,checked
unsentimentally,0.0,0.25,2,checked
matched,0.0,0.0,2,unchecked
translational,0.0,0.0,2,unchecked
flexibility,0.0,0.125,2,unchecked
unfretted,0.125,0.125,2,checked
supportive,0.0,0.0,2,unchecked
unemployable,0.75,0.0,0,checked
attached,0.0,0.0,2,unchecked
noninheritable,0.25,0.0,2,checked
miscarry,0.0,0.0,0,checked
inexperienced,0.0,0.25,0,checked
avow,0.0,0.0,2,unchecked
camphorated,0.0,0.0,2,unchecked
powered,0.0,0.0,2,unchecked
eligible,0.0,0.5,1,unchecked
glorious,0.625,0.25,0,unchecked
democratically,0.0,0.0,2,unchecked
dethrone,0.0,0.0,2,checked
incomparable,0.25,0.375,2,checked
distributive,0.0,0.0,2,checked
divest,0.0,0.0,2,checked
elated,0.0,0.0,2,unchecked
nonmember,0.0,0.0,2,checked
similarity,0.375,0.375,2,unchecked
unburden,0.0,0.0,1,checked
hypersomnia,0.625,0.125,0,unchecked
button,0.0,0.0,2,unchecked
inappropriately,0.125,0.125,0,checked
disqualify,0.0,0.0,0,checked
comprehension,0.0,0.375,1,unchecked
nonequivalence,0.25,0.0,2,checked
impotent,0.0,0.0,0,checked
congruous,0.0,0.25,2,unchecked
unobvious,0.25,0.0,2,checked
unprofitableness,0.625,0.125,0,checked
dysphoria,0.75,0.0,0,checked
prophetic,0.125,0.0,2,unchecked
elegance,0.0,0.875,1,unchecked
ionic,0.0,0.0,2,unchecked
clement,0.0,0.0,2,unchecked
sensitivity,0.0,0.0,2,unchecked
publishable,0.0,0.625,1,unchecked
unenterprising,0.0,0.0,0,checked
uncontroversially,0.0,0.0,2,checked
disarming,0.0,0.0,1,checked
nonhierarchical,0.0,0.0,2,checked
unnaturally,0.0,0.0,2,checked
unshod,0.0,0.0,2,checked
logicalness,0.0,0.75,1,unchecked
fluency,0.0,0.0,2,unchecked
immortality,0.375,0.25,2,checked
passionate,0.0,0.0,2,unchecked
fallible,0.25,0.0,2,unchecked
unfriendly,0.0,0.0,0,checked
seal,0.0,0.0,2,unchecked
beneficed,0.0,0.0,2,unchecked
unprotective,0.375,0.0,0,checked
convenient,0.0,0.0,2,unchecked
destabilization,0.0,0.0,0,checked
unpleasant,0.625,0.125,0,checked
unpremeditated,0.5,0.0,0,checked
obedience,0.0,0.125,2,unchecked
unplayable,0.625,0.125,0,checked
inclined,0.0,0.25,2,unchecked
undefeated,0.0,0.5,1,checked
intransitive,0.5,0.0,2,checked
hypokalemia,0.5,0.0,0,checked
insignificant,0.0,0.0,0,checked
friendly,0.0,0.0,2,unchecked
proper,0.0,0.0,2,unchecked
painless,0.0,0.0,1,checked
scholarly,0.0,0.0,2,unchecked
enlightenment,0.0,0.0,2,unchecked
detribalisation,0.0,0.0,2,checked
specific,0.0,0.0,2,unchecked
fledged,0.0,0.0,2,unchecked
intelligently,0.0,0.125,2,unchecked
nourished,0.0,0.0,2,unchecked
material,0.0,0.0,2,unchecked
disproportionately,0.0,0.0,2,checked
nonpayment,0.0,0.0,0,checked
unrequested,0.5,0.0,2,checked
adequately,0.0,0.25,2,unchecked
insatiate,0.0,0.0,2,checked
impolitic,0.625,0.125,0,checked
undiplomatic,0.75,0.0,0,checked
dishearten,0.0,0.0,0,checked
unequally,0.0,0.125,0,checked
unsaddled,0.0,0.0,2,checked
resentful,0.0,0.0,2,unchecked
opposable,0.0,0.625,1,unchecked
causative,0.0,0.0,2,unchecked
misbehave,0.0,0.0,0,checked
vulnerable,0.25,0.375,2,unchecked
focused,0.0,0.0,2,unchecked
unmoved,0.25,0.25,0,checked
tolerably,0.0,0.5,1,unchecked
addition,0.0,0.0,2,unchecked
operative,0.0,0.0,2,unchecked
disagreeable,0.875,0.125,0,checked
wigged,0.0,0.0,2,unchecked
unresponsive,0.75,0.0,0,checked
unemotional_person,0.25,0.5,2,checked
weighty,0.0,0.0,2,unchecked
accessibility,0.125,0.5,1,unchecked
opportune,0.0,0.0,2,unchecked
humorously,0.0,0.25,2,unchecked
incongruous,0.375,0.375,0,checked
competence,0.25,0.625,1,unchecked
defined,0.0,0.0,2,unchecked
twine,0.0,0.0,2,unchecked
unrevived,0.125,0.0,2,checked
sleeved,0.0,0.0,2,unchecked
inaptitude,0.375,0.375,0,checked
innumerate,0.0,0.0,0,checked
decorous,0.0,0.75,1,unchecked
indirectly,0.75,0.0,2,checked
eradicable,0.0,0.0,2,unchecked
nonfinancial,0.5,0.0,2,checked
implode,0.0,0.0,0,checked
equitable,0.0,0.5,1,unchecked
expressible,0.0,0.625,1,unchecked
purposelessness,0.0,0.625,0,checked
coherently,0.0,0.125,2,unchecked
nonindustrial,0.5,0.125,2,checked
noncurrent,0.0,0.0,2,checked
incredible,0.0,0.0,1,checked
non-involvement,0.0,0.0,2,checked
inflow,0.0,0.0,2,unchecked
adroit,0.0,0.0,2,unchecked
imperviousness,0.375,0.5,2,checked
coated,0.0,0.0,2,unchecked
dimmed,0.0,0.0,2,unchecked
hitch,0.0,0.0,2,unchecked
trustiness,0.0,0.75,1,unchecked
cork,0.0,0.0,2,unchecked
unimpressive,0.5,0.125,0,checked
sociability,0.5,0.125,0,unchecked
disorganized,0.0,0.0,0,checked
furrowed,0.0,0.0,2,unchecked
inhibitor,0.0,0.0,2,checked
undemanding,0.0,0.0,1,checked
sympathetically,0.0,0.0,2,unchecked
unswept,0.75,0.0,0,checked
cut,0.0,0.0,2,unchecked
dissuade,0.0,0.0,0,checked
impressive,0.0,0.125,2,unchecked
tasty,0.0,0.0,2,unchecked
saddled,0.0,0.0,2,unchecked
unsupported,0.75,0.0,0,checked
replaceable,0.125,0.625,1,unchecked
partiality,0.0,0.0,2,unchecked
unspecified,0.625,0.0,2,checked
unselfish,0.125,0.375,1,checked
maladjusted,0.0,0.0,0,checked
subsonic,0.0,0.0,2,checked
divergent,0.0,0.0,2,checked
decentralizing,0.0,0.0,2,checked
penetrability,0.0,0.0,2,unchecked
plausibility,0.0,0.375,1,unchecked
obtrusively,0.0,0.25,2,unchecked
inactive,0.625,0.0,0,checked
inconspicuousness,0.25,0.5,2,checked
weedless,0.0,0.0,2,checked
voiced,0.0,0.0,2,unchecked
washable,0.0,0.625,1,unchecked
incongruent,0.0,0.0,2,checked
invisibility,0.625,0.125,2,checked
hurried,0.0,0.0,2,unchecked
traditional,0.0,0.0,2,unchecked
increased,0.0,0.0,2,unchecked
nonracial,0.0,0.0,2,checked
protected,0.0,0.0,2,unchecked
hypertonic,0.0,0.0,2,checked
indication,0.0,0.0,2,unchecked
rusted,0.0,0.0,2,unchecked
enabling,0.0,0.0,2,unchecked
unpotted,0.625,0.0,2,checked
hyperparathyroidism,0.375,0.0,0,unchecked
incompatibility,0.25,0.0,0,checked
alarming,0.0,0.0,2,unchecked
reverberant,0.0,0.0,2,unchecked
unnecessarily,0.0,0.375,0,checked
evitable,0.0,0.625,1,unchecked
voluntary,0.25,0.375,2,unchecked
indiscipline,0.375,0.0,0,checked
unmanned,0.25,0.0,2,checked
decency,0.0,0.875,1,unchecked
worthy,0.0,0.5,1,unchecked
tongueless,0.0,0.0,2,checked
assent,0.0,0.0,2,unchecked
unwanted,0.25,0.0,0,checked
dishonorableness,0.75,0.125,0,checked
identifiable,0.0,0.625,1,unchecked
grammatical,0.0,0.0,2,unchecked
disoblige,0.0,0.0,0,checked
illegal,0.0,0.0,0,checked
meaninglessness,0.0,0.0,0,checked
overvalue,0.0,0.0,2,unchecked
unadoptable,0.0,0.0,0,checked
unplowed,0.0,0.25,2,checked
unparented,0.5,0.0,0,checked
palatable,0.125,0.375,2,unchecked
undependable,0.75,0.0,0,checked
contamination,0.0,0.0,2,unchecked
animateness,0.0,0.0,2,unchecked
hatless,0.0,0.0,2,checked
sentimentally,0.0,0.25,2,unchecked
unearned_run,0.125,0.0,2,checked
lock,0.0,0.0,2,unchecked
acaulescent,0.0,0.0,2,checked
non-engagement,0.0,0.0,0,checked
unstained,0.25,0.0,2,checked
uncharacteristically,0.0,0.25,2,checked
undeniable,0.875,0.0,2,checked
constant,0.0,0.375,1,unchecked
airworthy,0.0,0.0,2,unchecked
uninformatively,0.125,0.0,0,checked
prudently,0.0,0.375,1,unchecked
joyous,0.625,0.25,0,unchecked
adventurous,0.25,0.625,1,unchecked
cleared,0.0,0.0,2,unchecked
fretted,0.0,0.0,2,unchecked
pleasant,0.0,0.0,2,unchecked
enthusiastic,0.0,0.625,1,unchecked
depressurize,0.0,0.0,2,checked
topless,0.0,0.0,2,checked
unbridle,0.0,0.0,2,checked
discomfort,0.25,0.0,0,checked
unkindly,0.125,0.625,0,checked
migratory,0.0,0.0,2,unchecked
tonicity,0.0,0.0,2,unchecked
touched,0.0,0.0,2,unchecked
achromatinic,0.0,0.0,2,checked
industrial,0.0,0.0,2,unchecked
untrustworthiness,0.75,0.0,0,checked
adjusted,0.0,0.0,2,unchecked
unsusceptible,0.75,0.125,2,checked
detribalization,0.0,0.0,2,checked
inward,0.0,0.0,2,unchecked
irresolutely,0.125,0.0,2,checked
exchangeability,0.125,0.5,1,unchecked
noninterference,0.125,0.0,2,checked
divergent_thinking,0.0,0.0,2,checked
assisted,0.0,0.0,2,unchecked
inferior,0.75,0.0,0,checked
nondisposable,0.0,0.125,2,checked
dispensableness,0.125,0.5,1,unchecked
comprehensible,0.0,0.625,1,unchecked
unbraid,0.0,0.0,2,checked
cheerlessness,0.75,0.125,0,checked
overcharge,0.0,0.25,2,unchecked
sensory,0.0,0.0,2,unchecked
fashionable,0.0,0.0,2,unchecked
mined,0.0,0.0,2,unchecked
impermissibly,0.125,0.0,2,checked
indecorousness,0.5,0.25,0,checked
destabilise,0.0,0.0,0,checked
patriotically,0.0,0.0,2,unchecked
unexpectedness,0.25,0.5,2,checked
due,0.0,0.0,2,unchecked
violable,0.125,0.0,2,unchecked
imprudence,0.0,0.375,0,checked
starry,0.0,0.0,2,unchecked
maladroitly,0.0,0.5,0,checked
unmalleability,0.5,0.0,0,checked
naturalness,0.25,0.125,2,unchecked
unawed,0.125,0.0,2,checked
insufficiency,0.625,0.375,0,checked
restrained,0.0,0.0,2,unchecked
immoral,0.75,0.125,0,checked
formal,0.25,0.0,2,unchecked
suitably,0.0,0.25,2,unchecked
cholinergic,0.0,0.0,2,unchecked
wheeled,0.0,0.0,2,unchecked
manly,0.0,0.0,2,unchecked
emersion,0.0,0.0,2,unchecked
unclothed,0.125,0.125,2,checked
suitability,0.0,0.625,1,unchecked
unveiled,0.0,0.0,2,checked
seedless,0.0,0.0,2,checked
pervious,0.0,0.0,2,unchecked
inelegantly,0.0,0.0,0,checked
ineffectually,0.0,0.25,0,checked
practical,0.0,0.125,2,unchecked
unfaithful,0.625,0.0,0,checked
noncommissioned,0.0,0.0,2,checked
exchangeable,0.0,0.75,1,unchecked
effectiveness,0.125,0.375,2,unchecked
unsupportive,0.625,0.0,0,checked
tune,0.0,0.0,2,unchecked
willingly,0.0,0.25,2,unchecked
inactivate,0.0,0.0,2,checked
unhealthfulness,0.556,0.444,0,checked
sold,0.0,0.0,2,unchecked
malignancy,0.5,0.125,0,checked
desynchronizing,0.0,0.0,2,checked
desalinate,0.0,0.0,2,checked
invasive,0.0,0.0,2,unchecked
sworn,0.0,0.0,2,unchecked
sanitary,0.25,0.625,1,unchecked
articulated,0.0,0.0,2,unchecked
sugary,0.0,0.0,2,unchecked
accuracy,0.0,0.5,1,unchecked
syllabic,0.0,0.0,2,unchecked
qualified,0.0,0.0,2,unchecked
malodorous,0.875,0.0,0,checked
usefulness,0.25,0.5,2,unchecked
supersonic,0.0,0.0,2,checked
organic,0.0,0.0,2,unchecked
uninstructive,0.375,0.125,0,checked
operational,0.0,0.0,2,unchecked
unemotionally,0.0,0.25,2,checked
criminalize,0.0,0.0,2,unchecked
wigless,0.0,0.0,2,checked
subsurface,0.0,0.0,2,checked
tongued,0.0,0.0,2,unchecked
footed,0.0,0.0,2,unchecked
inland,0.0,0.0,2,checked
indispensability,0.375,0.375,2,checked
holistic,0.0,0.0,2,unchecked
undefined,0.375,0.25,2,checked
compatibly,0.0,0.0,2,unchecked
malfunctioning,0.0,0.0,0,checked
synchronism,0.0,0.0,2,unchecked
honorable,0.0,0.375,1,unchecked
uncompromising,0.0,0.0,2,checked
appropriate,0.0,0.0,2,unchecked
misused,0.0,0.0,0,checked
onstage,0.0,0.0,2,unchecked
purposefulness,0.0,0.75,1,unchecked
extensile,0.0,0.0,2,unchecked
member,0.0,0.0,2,unchecked
stratified_language,0.0,0.25,2,unchecked
disapprovingly,0.125,0.125,0,checked
uncomplimentary,0.5,0.125,0,checked
ordinary,0.5,0.375,2,unchecked
effortfulness,0.625,0.125,0,unchecked
irresistible,0.625,0.0,1,checked
unregenerate,0.0,0.0,0,checked
tonality,0.0,0.0,2,unchecked
informatively,0.0,0.25,2,unchecked
abused,0.0,0.0,2,unchecked
unmusically,0.0,0.25,2,checked
inflected,0.0,0.0,2,unchecked
invariableness,0.5,0.0,2,checked
altered,0.0,0.0,2,unchecked
differentiate,0.0,0.0,2,unchecked
unsurprising,0.0,0.0,2,checked
congeniality,0.0,0.375,1,unchecked
undependableness,0.625,0.25,0,checked
clear,0.0,0.5,1,unchecked
unbalconied,0.5,0.0,2,checked
equally,0.125,0.0,2,unchecked
limbed,0.0,0.0,2,unchecked
unqualified,0.0,0.0,0,checked
immaterial,0.625,0.0,0,checked
illegitimate,0.125,0.0,0,checked
modifiable,0.0,0.5,1,unchecked
mild,0.0,0.0,2,unchecked
pardonably,0.0,0.0,2,unchecked
advantageously,0.0,0.625,1,unchecked
interested,0.0,0.625,1,unchecked
nonbiodegradable_pollution,0.0,0.0,0,checked
untroubled,0.625,0.0,1,checked
inhabited,0.0,0.0,2,unchecked
thinkable,0.0,0.5,1,unchecked
absorbency,0.0,0.0,2,unchecked
nonwoody,0.0,0.0,2,checked
precise,0.0,0.0,2,unchecked
heedful,0.0,0.0,2,unchecked
cleanliness,0.0,0.375,1,unchecked
categorematic,0.0,0.25,2,unchecked
inaptness,0.0,0.75,0,checked
helpful,0.0,0.0,2,unchecked
important,0.0,0.875,1,unchecked
malfunction,0.0,0.0,0,checked
ungulate,0.0,0.0,2,unchecked
nonwashable,0.25,0.25,0,checked
spaced,0.0,0.0,2,unchecked
pronounceable,0.0,0.625,1,unchecked
ferned,0.0,0.0,2,unchecked
immateriality,0.0,0.625,2,checked
exempt,0.0,0.0,2,unchecked
immutableness,0.5,0.125,2,checked
irreparable,0.5,0.0,0,checked
inconclusiveness,0.375,0.5,2,checked
racial,0.0,0.0,2,unchecked
reputable,0.0,0.875,1,unchecked
nonharmonic,0.25,0.0,2,checked
chartered,0.0,0.0,2,unchecked
popularity,0.0,0.625,1,unchecked
thoughtlessness,0.5,0.375,0,checked
designed,0.0,0.0,2,unchecked
inconclusively,0.125,0.0,2,checked
staple,0.0,0.0,2,unchecked
unreserved,0.125,0.0,2,checked
nonpasserine,0.0,0.0,2,checked
devitalize,0.0,0.0,0,checked
unsystematically,0.0,0.25,2,checked
tipped,0.0,0.0,2,unchecked
contentment,0.0,0.125,2,unchecked
enforceable,0.0,0.625,1,unchecked
kind,0.0,0.0,2,unchecked
unreflected,0.0,0.25,2,checked
on-site,0.0,0.0,2,checked
unambitiously,0.0,0.25,2,checked
necessarily,0.0,0.0,2,unchecked
perfect,0.0,0.0,2,unchecked
unfree,0.0,0.125,0,checked
probability,0.0,0.0,2,unchecked
unfaceted,0.0,0.0,2,checked
factuality,0.25,0.5,2,unchecked
unaffixed,0.25,0.0,2,checked
ostentatious,0.0,0.0,2,unchecked
finished,0.0,0.0,2,unchecked
reserved,0.0,0.0,2,unchecked
typically,0.0,0.125,2,unchecked
arbitrary,0.0,0.0,2,unchecked
dedicated_file_server,0.0,0.0,2,unchecked
subordinate,0.0,0.0,2,unchecked
mobilization,0.0,0.0,2,unchecked
liked,0.0,0.0,2,unchecked
buried,0.0,0.0,2,unchecked
insensitive,0.625,0.0,0,checked
unwearable,0.625,0.125,0,checked
hypovolemia,0.0,0.0,2,checked
unequal,0.375,0.125,0,checked
credibly,0.0,0.0,2,unchecked
unacknowledged,0.625,0.0,0,checked
unsanitary,0.125,0.5,0,checked
gutless,0.0,0.0,0,checked
infallibility,0.625,0.0,2,checked
undesirous,0.375,0.125,0,checked
unselected,0.25,0.0,2,checked
unrestrictive,0.75,0.0,1,checked
balconied,0.0,0.0,2,unchecked
action,0.0,0.0,2,unchecked
ungratefully,0.0,0.25,0,checked
symmetry,0.0,0.0,2,unchecked
licitness,0.0,0.5,1,unchecked
discouraging,0.0,0.0,0,checked
promotion,0.0,0.0,2,unchecked
variable,0.125,0.5,1,unchecked
unceremoniously,0.0,0.125,0,checked
atomistic,0.0,0.0,2,checked
unstimulating,0.0,0.0,0,checked
unconventionally,0.25,0.5,2,checked
affectedness,0.625,0.125,0,unchecked
inaccurately,0.0,0.25,0,checked
considerately,0.0,0.5,1,unchecked
undedicated,0.25,0.0,0,checked
on-street,0.0,0.0,2,unchecked
nonexploratory,0.0,0.0,2,checked
unexchangeable,0.75,0.25,0,checked
integration,0.0,0.0,2,checked
explicit,0.0,0.0,2,unchecked
unsurprised,0.5,0.0,2,checked
skinless,0.0,0.0,2,checked
unfit,0.0,0.0,0,checked
outboard,0.0,0.0,2,checked
concentrated,0.0,0.0,2,unchecked
credulously,0.0,0.0,2,unchecked
unenclosed,0.5,0.0,2,checked
invulnerable,0.0,0.25,1,checked
infernal,0.25,0.25,2,unchecked
awed,0.0,0.0,2,unchecked
unmodulated,0.0,0.25,2,checked
reproducible,0.0,0.0,2,unchecked
stabilisation,0.0,0.0,2,unchecked
unsteady,0.0,0.125,0,checked
thoughtfully,0.0,0.375,1,unchecked
permissiveness,0.0,0.5,1,unchecked
impermissible,0.25,0.0,0,checked
serviceable,0.0,0.0,2,unchecked
conspicuousness,0.0,0.25,2,unchecked
intransitivity,0.0,0.0,2,checked
emotionally,0.0,0.125,2,unchecked
colorful,0.0,0.0,2,unchecked
hopeful,0.0,0.125,2,unchecked
undiluted,0.25,0.0,2,checked
unsatisfactorily,0.125,0.0,0,checked
supervised,0.0,0.0,2,unchecked
unshared,0.25,0.0,2,checked
unknot,0.0,0.0,2,checked
variedness,0.5,0.125,0,unchecked
contested,0.0,0.0,2,unchecked
advisability,0.25,0.625,1,unchecked
unpaintable,0.75,0.0,2,checked
portable,0.0,0.25,2,unchecked
honorableness,0.0,0.875,1,unchecked
aptness,0.25,0.0,2,unchecked
inoperative,0.125,0.0,0,checked
welcome,0.0,0.25,2,unchecked
indefeasible,0.75,0.0,1,checked
asymmetrical,0.375,0.0,2,checked
convinced,0.0,0.0,2,unchecked
original,0.0,0.0,2,unchecked
uninsured,0.25,0.375,0,checked
intervention,0.0,0.0,2,unchecked
broken,0.0,0.0,2,unchecked
adiabatic,0.625,0.0,2,checked
deceleration,0.0,0.0,2,checked
intrusive,0.5,0.125,0,unchecked
offensive,0.5,0.125,0,unchecked
inseparably,0.5,0.0,2,checked
orderly,0.0,0.0,2,unchecked
insulator,0.0,0.0,2,checked
forceless,0.0,0.0,0,checked
unforgiving,0.0,0.0,0,checked
hopefully,0.0,0.5,1,unchecked
enlightened,0.0,0.0,2,unchecked
nonionized,0.0,0.0,2,checked
unearned,0.5,0.125,0,checked
registered,0.0,0.0,2,unchecked
humidify,0.0,0.0,2,unchecked
inefficiently,0.0,0.25,0,checked
unprincipled,0.375,0.375,0,checked
synchronise,0.0,0.0,2,unchecked
unambitious,0.0,0.5,0,checked
declared,0.0,0.0,2,unchecked
magnetize,0.0,0.0,2,unchecked
intemperate,0.0,0.0,0,checked
categorem,0.0,0.5,1,unchecked
irregularity,0.0,0.5,2,checked
ungrateful,0.75,0.0,0,checked
imperfection,0.125,0.0,0,checked
motion,0.0,0.0,2,unchecked
immersion,0.0,0.0,2,checked
unwooded,0.25,0.0,2,checked
unafraid,0.0,0.0,1,checked
nonfissile,0.0,0.0,2,checked
infelicity,0.375,0.0,0,checked
significant,0.0,0.375,1,unchecked
wholesomeness,0.0,0.875,1,unchecked
unhappily,0.625,0.0,0,checked
secure,0.0,0.0,2,unchecked
classified,0.0,0.0,2,unchecked
charitable,0.25,0.5,2,unchecked
possible,0.0,0.5,1,unchecked
unopposable,0.5,0.0,2,checked
plowed,0.0,0.0,2,unchecked
nonrepresentational,0.0,0.0,2,checked
likely,0.0,0.5,1,unchecked
unsworn,0.625,0.0,2,checked
disrespect,1.0,0.0,0,checked
unchaste,0.0,0.0,0,checked
impalpable,0.625,0.125,2,checked
dejected,0.0,0.0,0,checked
permeable,0.0,0.0,2,unchecked
unashamed,0.25,0.25,2,checked
rewarding,0.0,0.0,2,unchecked
revolutionary,0.0,0.375,1,unchecked
bibbed,0.0,0.0,2,unchecked
unseeded,0.125,0.375,2,checked
adorned,0.0,0.0,2,unchecked
unhurried,0.75,0.0,2,checked
disingenuous,0.875,0.0,0,checked
lined,0.0,0.0,2,unchecked
sincere,0.0,0.0,2,unchecked
aware,0.0,0.5,1,unchecked
catalectic,0.125,0.0,2,unchecked
elegant,0.0,0.0,2,unchecked
inconsolable,0.75,0.0,0,checked
indecorous,0.0,0.625,0,checked
unpardonable,0.625,0.0,0,checked
decisively,0.0,0.0,2,unchecked
visibility,0.125,0.375,2,unchecked
colorless,0.0,0.0,2,checked
unformed,0.75,0.0,2,checked
noncellular,0.5,0.0,2,checked
stalinize,0.0,0.0,2,unchecked
unconcern,0.0,0.0,2,checked
fitness,0.0,0.5,1,unchecked
mobile,0.0,0.0,2,unchecked
demobilization,0.0,0.0,2,checked
inoffensive,0.75,0.125,1,checked
illogicalness,0.75,0.25,0,checked
incompetently,0.0,0.125,0,checked
unhelpful,0.25,0.125,0,checked
flowering,0.0,0.0,2,unchecked
inessentiality,0.75,0.125,0,checked
incurious,0.625,0.125,0,checked
unestablished,0.75,0.0,0,checked
illogical,0.0,0.5,0,checked
unbrainwashed,0.625,0.0,1,checked
technical,0.0,0.125,2,unchecked
holy,0.0,0.0,2,unchecked
legalise,0.0,0.0,2,unchecked
powerful,0.0,0.25,2,unchecked
digestible,0.0,0.375,1,unchecked
nonmodern,0.125,0.0,2,checked
chivalrously,0.0,0.25,2,unchecked
critical,0.5,0.0,0,unchecked
ungregarious,0.375,0.0,0,checked
untipped,0.625,0.0,2,checked
injured,0.625,0.0,0,unchecked
hospitableness,0.0,0.625,1,unchecked
palatability,0.0,0.125,2,unchecked
uncreativeness,0.5,0.0,0,checked
repetitive,0.0,0.0,2,unchecked
assemble,0.0,0.0,2,unchecked
irresponsible,0.0,0.5,0,checked
intractability,0.125,0.0,0,checked
accommodating,0.0,0.0,2,unchecked
unveil,0.0,0.0,2,checked
trained,0.0,0.0,2,unchecked
wrinkled,0.0,0.0,2,unchecked
benevolence,0.0,0.5,1,unchecked
politic,0.25,0.5,2,unchecked
mindfulness,0.0,0.375,1,unchecked
sarcastic,0.625,0.0,0,unchecked
submersible,0.0,0.25,2,unchecked
manageable,0.0,0.625,1,unchecked
colored,0.0,0.0,2,unchecked
sufficiency,0.25,0.0,2,unchecked
personalize,0.0,0.0,2,unchecked
insolvent,0.625,0.0,0,checked
opportuneness,0.0,0.125,2,unchecked
untempered,0.625,0.0,2,checked
personal,0.0,0.0,2,unchecked
crucial,0.25,0.5,2,unchecked
formally,0.0,0.0,2,unchecked
unchangeable,0.5,0.375,2,checked
outfield,0.0,0.0,2,checked
inquiring,0.0,0.0,2,unchecked
prescription,0.0,0.0,2,unchecked
rimmed,0.0,0.0,2,unchecked
unfixed,0.625,0.125,2,checked
stability,0.0,0.5,1,unchecked
unregretful,0.75,0.125,1,checked
essentiality,0.0,0.875,1,unchecked
unmake,0.0,0.0,0,checked
nonarbitrary,0.625,0.0,2,checked
unworthy,0.25,0.625,0,checked
incredulous,0.75,0.0,0,checked
nontaxable,0.375,0.0,2,checked
moderation,0.375,0.375,2,unchecked
approve,0.0,0.0,2,unchecked
handless,0.0,0.0,2,checked
decreased,0.0,0.0,2,checked
unrealistically,0.0,0.25,2,checked
dishonesty,0.75,0.125,0,checked
nonreversible,0.625,0.0,2,checked
development,0.0,0.0,2,unchecked
rhymed,0.0,0.0,2,unchecked
changed,0.0,0.0,2,unchecked
inexhaustible,0.25,0.375,2,checked
limbless,0.0,0.0,2,checked
expressively,0.25,0.0,2,unchecked
slippery,0.0,0.0,2,unchecked
reliable,0.0,0.375,1,unchecked
incoming,0.0,0.0,2,unchecked
undamaged,0.375,0.375,1,checked
bellyless,0.0,0.0,2,checked
increase,0.0,0.0,2,unchecked
unimproved,0.625,0.0,0,checked
union,0.0,0.0,2,unchecked
humanely,0.0,0.375,1,unchecked
unenforceable,0.625,0.125,0,checked
comfort,0.5,0.0,0,unchecked
steady,0.625,0.125,0,unchecked
consciously,0.0,0.0,2,unchecked
colonize,0.0,0.0,2,unchecked
unsanitariness,0.625,0.125,0,checked
impoliteness,0.125,0.5,0,checked
impalpability,0.375,0.375,2,checked
residential,0.0,0.0,2,unchecked
nonconductive,0.625,0.0,2,checked
unarmed,0.5,0.0,2,checked
invest,0.0,0.0,2,unchecked
equivocalness,0.0,0.25,2,unchecked
inhospitality,0.375,0.125,0,checked
unbridgeable,0.125,0.0,2,checked
insensible,0.5,0.0,0,checked
cultivated,0.0,0.0,2,unchecked
reverent,0.0,0.0,2,unchecked
turned,0.0,0.0,2,unchecked
healthfulness,0.0,0.875,1,unchecked
steadily,0.125,0.0,2,unchecked
lidded,0.0,0.0,2,unchecked
tangibility,0.375,0.125,2,unchecked
melodiously,0.0,0.125,2,unchecked
controversial,0.125,0.625,1,unchecked
disassembly,0.0,0.0,2,checked
incarnate,0.0,0.0,2,unchecked
regular,0.0,0.0,2,unchecked
enlightening,0.0,0.0,2,unchecked
military,0.0,0.0,2,unchecked
unbuckle,0.0,0.0,2,checked
