,word,neg_score,pos_score,label,gpt4,thinh,yulia
570,unsystematically,0.0,0.25,2,2,2.0,
571,unreflected,0.0,0.25,2,2,2.0,
572,on-site,0.0,0.0,2,2,2.0,
573,unambitiously,0.0,0.25,2,2,2.0,
574,unfree,0.0,0.125,2,0,0.0,
575,unfaceted,0.0,0.0,2,2,2.0,
576,unaffixed,0.25,0.0,2,2,2.0,
577,insensitive,0.625,0.0,0,0,0.0,
578,unwearable,0.625,0.125,0,0,0.0,
579,hypovolemia,0.0,0.0,2,2,2.0,
580,unequal,0.375,0.125,2,0,0.0,
581,unacknowledged,0.625,0.0,0,0,0.0,
582,unsanitary,0.125,0.5,1,0,0.0,
583,gutless,0.0,0.0,2,0,0.0,
584,infallibility,0.625,0.0,0,2,2.0,
585,undesirous,0.375,0.125,2,0,0.0,
586,unselected,0.25,0.0,2,2,2.0,
587,unrestrictive,0.75,0.0,0,2,1.0,
588,ungratefully,0.0,0.25,2,0,0.0,
589,discouraging,0.0,0.0,2,0,0.0,
590,unceremoniously,0.0,0.125,2,0,0.0,
591,atomistic,0.0,0.0,2,2,2.0,
592,unstimulating,0.0,0.0,2,0,0.0,
593,unconventionally,0.25,0.5,2,2,2.0,
594,inaccurately,0.0,0.25,2,0,0.0,
595,undedicated,0.25,0.0,2,0,0.0,
596,nonexploratory,0.0,0.0,2,2,2.0,
597,unexchangeable,0.75,0.25,0,0,0.0,
598,integration,0.0,0.0,2,2,2.0,
599,unsurprised,0.5,0.0,0,2,2.0,
600,skinless,0.0,0.0,2,2,2.0,
601,unfit,0.0,0.0,2,0,0.0,
602,outboard,0.0,0.0,2,2,2.0,
603,unenclosed,0.5,0.0,0,2,2.0,
604,invulnerable,0.0,0.25,2,1,1.0,
605,unmodulated,0.0,0.25,2,2,2.0,
606,unsteady,0.0,0.125,2,0,0.0,
607,impermissible,0.25,0.0,2,0,0.0,
608,intransitivity,0.0,0.0,2,2,2.0,
609,undiluted,0.25,0.0,2,2,2.0,
610,unsatisfactorily,0.125,0.0,2,0,0.0,
611,unshared,0.25,0.0,2,2,2.0,
612,unknot,0.0,0.0,2,2,2.0,
613,unpaintable,0.75,0.0,0,2,2.0,
614,inoperative,0.125,0.0,2,0,0.0,
615,indefeasible,0.75,0.0,0,1,1.0,
616,asymmetrical,0.375,0.0,0,2,2.0,
617,uninsured,0.25,0.375,2,0,0.0,
618,adiabatic,0.625,0.0,0,2,2.0,
619,deceleration,0.0,0.0,2,2,2.0,
620,inseparably,0.5,0.0,0,2,2.0,
621,insulator,0.0,0.0,2,2,2.0,
622,forceless,0.0,0.0,2,0,0.0,
623,unforgiving,0.0,0.0,2,0,0.0,
624,nonionized,0.0,0.0,2,2,2.0,
625,unearned,0.5,0.125,0,0,0.0,
626,inefficiently,0.0,0.25,2,0,0.0,
627,unprincipled,0.375,0.375,2,0,0.0,
628,unambitious,0.0,0.5,1,0,0.0,
629,intemperate,0.0,0.0,2,0,0.0,
630,irregularity,0.0,0.5,1,2,2.0,
631,ungrateful,0.75,0.0,0,0,0.0,
632,imperfection,0.125,0.0,2,0,0.0,
633,immersion,0.0,0.0,2,2,2.0,
634,unwooded,0.25,0.0,2,2,2.0,
635,unafraid,0.0,0.0,2,1,1.0,
636,nonfissile,0.0,0.0,2,2,2.0,
637,infelicity,0.375,0.0,0,0,0.0,
638,unhappily,0.625,0.0,0,0,0.0,
639,unopposable,0.5,0.0,0,1,2.0,
640,nonrepresentational,0.0,0.0,2,2,2.0,
641,unsworn,0.625,0.0,0,2,2.0,
642,disrespect,1.0,0.0,0,0,0.0,
643,unchaste,0.0,0.0,2,0,0.0,
644,impalpable,0.625,0.125,0,2,2.0,
645,dejected,0.0,0.0,2,0,0.0,
646,unashamed,0.25,0.25,2,1,2.0,
647,unseeded,0.125,0.375,2,2,2.0,
648,unhurried,0.75,0.0,0,2,2.0,
649,disingenuous,0.875,0.0,0,0,0.0,
650,inconsolable,0.75,0.0,0,0,0.0,
651,indecorous,0.0,0.625,1,0,0.0,
652,unpardonable,0.625,0.0,0,0,0.0,
653,colorless,0.0,0.0,2,2,2.0,
654,unformed,0.75,0.0,0,2,2.0,
655,noncellular,0.5,0.0,0,2,2.0,
656,unconcern,0.0,0.0,2,0,2.0,
657,demobilization,0.0,0.0,2,2,2.0,
658,inoffensive,0.75,0.125,0,1,1.0,
659,illogicalness,0.75,0.25,0,0,0.0,
660,incompetently,0.0,0.125,2,0,0.0,
661,unhelpful,0.25,0.125,2,0,0.0,
662,inessentiality,0.75,0.125,0,0,0.0,
663,incurious,0.625,0.125,0,0,0.0,
664,unestablished,0.75,0.0,0,2,0.0,
665,illogical,0.0,0.5,1,0,0.0,
666,unbrainwashed,0.625,0.0,0,2,1.0,
667,nonmodern,0.125,0.0,2,2,2.0,
668,ungregarious,0.375,0.0,0,0,0.0,
669,untipped,0.625,0.0,0,2,2.0,
670,uncreativeness,0.5,0.0,0,0,0.0,
671,irresponsible,0.0,0.5,1,0,0.0,
672,intractability,0.125,0.0,2,0,0.0,
673,unveil,0.0,0.0,2,2,2.0,
674,insolvent,0.625,0.0,0,0,0.0,
675,untempered,0.625,0.0,0,2,2.0,
676,unchangeable,0.5,0.375,2,2,2.0,
677,outfield,0.0,0.0,2,2,2.0,
678,unfixed,0.625,0.125,0,2,2.0,
679,unregretful,0.75,0.125,0,1,1.0,
680,unmake,0.0,0.0,2,0,0.0,
681,nonarbitrary,0.625,0.0,0,2,2.0,
682,unworthy,0.25,0.625,1,0,0.0,
683,incredulous,0.75,0.0,0,2,0.0,
684,nontaxable,0.375,0.0,0,2,2.0,
685,handless,0.0,0.0,2,0,2.0,
686,decreased,0.0,0.0,2,0,2.0,
687,unrealistically,0.0,0.25,2,2,2.0,
688,dishonesty,0.75,0.125,0,0,0.0,
689,nonreversible,0.625,0.0,0,2,2.0,
690,inexhaustible,0.25,0.375,2,1,2.0,
691,limbless,0.0,0.0,2,0,2.0,
692,undamaged,0.375,0.375,2,1,1.0,
693,bellyless,0.0,0.0,2,2,2.0,
694,unimproved,0.625,0.0,0,0,0.0,
695,unenforceable,0.625,0.125,0,0,0.0,
696,unsanitariness,0.625,0.125,0,0,0.0,
697,impoliteness,0.125,0.5,1,0,0.0,
698,impalpability,0.375,0.375,2,2,2.0,
699,nonconductive,0.625,0.0,0,2,2.0,
700,unarmed,0.5,0.0,0,2,2.0,
701,inhospitality,0.375,0.125,2,0,0.0,
702,unbridgeable,0.125,0.0,2,0,2.0,
703,insensible,0.5,0.0,0,0,0.0,
704,disassembly,0.0,0.0,2,2,2.0,
705,unbuckle,0.0,0.0,2,2,2.0,
706,undiversified,0.125,0.0,2,0,0.0,
707,unloving,0.0,0.0,2,0,0.0,
708,unfamiliar,0.625,0.0,0,2,2.0,
709,intolerable,0.625,0.0,0,0,0.0,
710,unwrinkled,0.625,0.0,0,2,2.0,
711,indiscriminate,0.0,0.0,2,0,2.0,
712,disclaim,0.0,0.0,2,2,2.0,
713,unavailable,0.5,0.375,2,0,2.0,
714,demilitarise,0.0,0.0,2,2,2.0,
715,unlabeled,0.25,0.0,2,2,2.0,
716,carelessness,0.75,0.125,0,0,0.0,
717,unambiguously,0.0,0.25,2,2,2.0,
718,uncompassionate,0.0,0.0,2,0,0.0,
719,unbreakableness,0.25,0.0,2,2,2.0,
720,inattention,0.375,0.0,0,0,0.0,
721,impatient,0.0,0.0,2,0,0.0,
722,impracticability,0.75,0.0,0,0,0.0,
723,uncongeniality,0.75,0.25,0,0,0.0,
724,unhurriedly,0.0,0.0,2,2,2.0,
725,unskillfulness,0.0,0.375,1,0,0.0,
726,decrease,0.0,0.0,2,0,2.0,
727,sugarless,0.0,0.0,2,2,2.0,
728,unwelcome,0.75,0.0,0,0,0.0,
729,dissimilitude,0.5,0.0,0,2,2.0,
730,insincerity,0.625,0.125,0,0,0.0,
731,undress,0.0,0.625,1,2,2.0,
732,inefficient,0.0,0.0,2,0,0.0,
733,uninjectable,0.5,0.125,0,2,2.0,
734,unfairness,0.75,0.125,0,0,0.0,
735,unblemished,0.0,0.625,1,1,1.0,
736,untheatrical,0.75,0.0,0,2,2.0,
737,asymmetrically,0.0,0.125,2,2,2.0,
738,unambiguous,0.0,0.375,1,2,2.0,
739,uncrystallized,0.5,0.0,0,2,2.0,
740,inaccessibility,0.625,0.25,0,0,0.0,
741,unwomanly,0.0,0.0,2,0,2.0,
742,unreality,0.375,0.375,2,2,2.0,
743,imperfectly,0.5,0.0,0,0,0.0,
744,uncomplainingly,0.0,0.0,2,2,2.0,
745,unarmored,0.125,0.0,2,2,2.0,
746,breathless,0.0,0.0,2,2,2.0,
747,disadvantage,0.75,0.0,0,0,0.0,
748,unpopular,0.125,0.125,2,0,0.0,
749,inadmissible,0.75,0.0,0,0,0.0,
750,inorganically,0.0,0.0,2,2,2.0,
751,unhealthful,0.125,0.5,1,0,0.0,
752,unneurotic,0.375,0.0,0,2,2.0,
753,untraceable,0.625,0.0,0,2,0.0,
754,disunion,0.0,0.0,2,0,0.0,
755,off-line,0.0,0.0,2,2,2.0,
756,unrighteously,0.0,0.25,2,0,0.0,
757,unrhymed,0.5,0.0,0,2,2.0,
758,unendowed,0.625,0.0,0,0,0.0,
759,disapprove,0.0,0.0,2,0,0.0,
760,uninitiate,0.5,0.0,0,2,2.0,
761,incapableness,0.25,0.0,2,0,0.0,
762,undemocratic,0.625,0.0,0,0,0.0,
763,humorless,0.0,0.0,2,0,0.0,
764,incorrectness,0.5,0.125,0,0,0.0,
765,unfitness,0.5,0.25,2,0,0.0,
766,weightless,0.0,0.0,2,2,2.0,
767,unconvincingly,0.0,0.25,2,0,0.0,
768,inoffensively,0.0,0.0,2,2,2.0,
769,immovableness,0.5,0.0,0,2,2.0,
770,unpin,0.0,0.0,2,2,2.0,
771,incommensurate,0.0,0.0,2,2,2.0,
772,unselfconsciously,0.0,0.25,2,2,2.0,
773,unreceptive,0.125,0.0,2,0,0.0,
774,depersonalise,0.0,0.0,2,0,2.0,
775,scentless,0.0,0.0,2,2,2.0,
776,desensitise,0.0,0.0,2,2,2.0,
777,inexpediency,0.25,0.375,2,0,0.0,
778,irreversible,0.5,0.0,0,2,0.0,
779,unadaptable,0.125,0.0,2,0,0.0,
780,instability,0.0,0.0,2,0,0.0,
781,discontinue,0.0,0.0,2,0,0.0,
782,unimportant,0.25,0.375,2,0,0.0,
783,non-dedicated_file_server,0.0,0.0,2,2,2.0,
784,unwariness,0.375,0.25,2,0,0.0,
785,unowned,0.0,0.0,2,2,2.0,
786,unconstipated,0.5,0.0,0,2,2.0,
787,uncontrolled,0.5,0.0,0,0,0.0,
788,unpropitiousness,0.625,0.0,0,0,0.0,
789,invertebrate,0.25,0.0,2,2,2.0,
790,unknown,0.25,0.0,2,2,2.0,
791,inactiveness,0.125,0.0,2,0,0.0,
792,unbalanced,0.125,0.0,2,0,0.0,
793,discalced,0.0,0.0,2,2,2.0,
794,incorrupt,0.0,0.0,2,1,1.0,
795,nonunion,0.0,0.0,2,2,2.0,
796,unappealing,0.0,0.0,2,0,0.0,
797,irreverent,0.0,0.0,2,0,0.0,
798,efflux,0.0,0.0,2,2,2.0,
799,unfocused,0.625,0.0,0,0,0.0,
800,unexciting,0.0,0.0,2,0,0.0,
801,beakless,0.0,0.0,2,2,2.0,
802,unmarried,0.75,0.0,0,2,2.0,
803,inharmonious,0.75,0.0,0,0,0.0,
804,uncrowded,0.25,0.0,2,2,2.0,
805,unthoughtfulness,0.25,0.0,2,0,0.0,
806,disassortative_mating,0.0,0.0,2,2,2.0,
807,unimpressively,0.0,0.25,2,0,0.0,
808,irrational,0.5,0.125,0,0,0.0,
809,destabilize,0.0,0.0,2,0,0.0,
810,disinfect,0.0,0.0,2,2,2.0,
811,depress,0.0,0.0,2,0,0.0,
812,incompleteness,0.125,0.125,2,0,0.0,
813,anovulation,0.625,0.0,0,2,2.0,
814,unsilenced,0.25,0.0,2,2,2.0,
815,hypotonus,0.0,0.0,2,2,2.0,
816,achromatic,0.375,0.25,2,2,2.0,
817,contraindicate,0.0,0.0,2,2,2.0,
818,dematerialize,0.0,0.0,2,2,2.0,
819,immotility,0.25,0.125,2,2,2.0,
820,improvidence,0.25,0.25,2,0,0.0,
821,inaccurate,0.0,0.0,2,0,0.0,
822,tactlessly,0.0,0.125,2,0,0.0,
823,indefinite,0.0,0.0,2,2,2.0,
824,imponderable,0.875,0.0,0,2,2.0,
825,unpunctual,0.0,0.0,2,0,0.0,
826,uncastrated,0.25,0.0,2,2,2.0,
827,nonretractile,0.0,0.0,2,2,2.0,
828,unprotected,0.375,0.0,0,0,0.0,
829,incivility,0.125,0.25,2,0,0.0,
830,distrust,0.0,0.375,1,0,0.0,
831,unmalted,0.0,0.5,1,2,2.0,
832,uncarpeted,0.125,0.0,2,2,2.0,
833,unseaworthy,0.375,0.0,0,0,0.0,
834,inequality,0.625,0.0,0,0,0.0,
835,disloyalty,0.25,0.5,2,0,0.0,
836,unconcealed,0.375,0.125,2,2,2.0,
837,immaturely,0.0,0.125,2,0,0.0,
838,fernless,0.0,0.0,2,2,2.0,
839,denationalization,0.0,0.0,2,2,2.0,
840,inconvertible,0.5,0.0,0,2,2.0,
841,nonfictional,0.125,0.0,2,2,2.0,
842,uncharitable,0.375,0.25,2,0,0.0,
843,insolubility,0.625,0.0,0,2,2.0,
844,untrustworthy,0.75,0.0,0,0,0.0,
845,noncombustible,0.0,0.5,1,2,2.0,
846,unremarkably,0.0,0.0,2,2,2.0,
847,nontranslational,0.5,0.0,0,2,2.0,
848,cheerlessly,0.125,0.125,2,0,0.0,
849,unrelated,0.25,0.5,2,2,2.0,
850,unagitated,0.75,0.0,0,2,1.0,
851,unshelled,0.25,0.0,2,2,2.0,
852,astomatous,0.5,0.0,0,2,2.0,
853,uncritically,0.0,0.25,2,2,2.0,
854,unneighborliness,0.875,0.0,0,0,0.0,
855,unaccompanied,0.25,0.0,2,2,2.0,
856,unshrinkable,0.625,0.0,0,2,2.0,
857,unconfined,0.125,0.0,2,2,2.0,
858,unproductive,0.625,0.0,0,0,0.0,
859,nonobservance,0.25,0.0,2,0,0.0,
860,nontoxic,0.0,0.0,2,1,1.0,
861,displease,0.0,0.0,2,0,0.0,
862,inadvertently,0.375,0.0,0,2,2.0,
863,impartial,0.125,0.5,1,2,2.0,
864,impersonally,0.0,0.0,2,2,2.0,
865,immortal,0.0,0.0,2,2,2.0,
866,unmelodiously,0.0,0.25,2,0,0.0,
867,inaccessible,0.125,0.5,1,0,0.0,
868,unmindfully,0.0,0.125,2,0,0.0,
869,unenthusiastically,0.0,0.375,1,0,0.0,
870,unawakened,0.625,0.0,0,2,2.0,
871,insolvency,0.25,0.0,2,0,0.0,
872,unpropitious,0.625,0.0,0,0,0.0,
873,independent,0.0,0.125,2,1,2.0,
874,indistinctness,0.375,0.5,2,2,2.0,
875,unaware,0.0,0.0,2,2,2.0,
876,inaesthetic,0.5,0.5,2,0,0.0,
877,unimpaired,0.5,0.25,2,1,1.0,
878,implicit,0.0,0.0,2,2,2.0,
879,unpunished,0.25,0.0,2,0,2.0,
880,impracticality,0.0,0.25,2,0,0.0,
881,deflation,0.0,0.0,2,0,0.0,
882,lidless,0.0,0.0,2,2,2.0,
883,unguiculate,0.0,0.0,2,2,2.0,
884,asyndetic,0.25,0.0,2,2,2.0,
885,unserviceable,0.625,0.0,0,0,0.0,
886,derequisition,0.0,0.0,2,2,2.0,
887,inconsistent,0.0,0.0,2,0,0.0,
888,inanimate,0.0,0.0,2,2,2.0,
889,undock,0.0,0.0,2,2,2.0,
890,disarrange,0.0,0.0,2,0,0.0,
891,stemless,0.0,0.0,2,2,2.0,
892,impracticableness,0.75,0.0,0,0,0.0,
893,disagree,0.0,0.0,2,0,0.0,
894,malignant,0.0,0.0,2,0,0.0,
895,unknowingly,0.375,0.0,0,2,2.0,
896,unfeathered,0.0,0.0,2,2,2.0,
897,incognizance,0.0,0.5,1,2,2.0,
898,derestrict,0.0,0.0,2,2,2.0,
899,inefficacy,0.375,0.25,2,0,0.0,
900,unpack,0.0,0.0,2,2,2.0,
901,unbroken,0.0,0.0,2,1,1.0,
902,unconsciously,0.0,0.0,2,2,2.0,
903,unfaithfulness,0.375,0.5,2,0,0.0,
904,awnless,0.0,0.0,2,2,2.0,
905,uninvolved,0.125,0.125,2,0,0.0,
906,hopelessly,0.0,0.375,1,0,0.0,
907,irrationally,0.0,0.125,2,0,0.0,
908,supernatural,0.75,0.0,0,2,2.0,
909,unassertively,0.0,0.25,2,2,2.0,
910,de-energise,0.0,0.0,2,0,0.0,
911,unshaven,0.0,0.0,2,2,2.0,
912,unbalance,0.0,0.0,2,0,0.0,
913,uninhibited,0.625,0.0,0,1,1.0,
914,insensitivity,0.625,0.125,0,0,0.0,
915,insensitively,0.0,0.25,2,0,0.0,
916,untruthfulness,0.375,0.375,2,0,0.0,
917,ineligibility,0.375,0.25,2,0,0.0,
918,unsent,0.0,0.0,2,2,2.0,
919,colourless,0.0,0.0,2,2,2.0,
920,undeservedly,0.0,0.25,2,0,0.0,
921,immutability,0.5,0.125,0,2,2.0,
922,infamy,0.0,0.0,2,0,0.0,
923,unplayful,0.375,0.25,2,0,0.0,
924,unimportance,0.25,0.125,2,0,0.0,
925,unmanly,0.5,0.0,0,0,0.0,
926,indiscreet,0.0,0.0,2,0,0.0,
927,antiseptic,0.5,0.375,2,2,2.0,
928,ineffective,0.625,0.0,0,0,0.0,
929,nonintellectual,0.125,0.375,2,0,0.0,
930,anisotropic,0.0,0.0,2,2,2.0,
931,asynchronism,0.0,0.0,2,2,2.0,
932,disintegrative,0.0,0.0,2,0,2.0,
933,dissimilate,0.0,0.0,2,2,2.0,
934,unexcited,0.125,0.125,2,0,0.0,
935,powerless,0.0,0.0,2,0,0.0,
936,illogically,0.0,0.125,2,0,0.0,
937,unconnectedness,0.0,0.0,2,2,2.0,
938,involuntarily,0.0,0.0,2,2,2.0,
939,uncolored,0.0,0.0,2,2,2.0,
940,untie,0.0,0.0,2,2,2.0,
941,inner,0.0,0.0,2,2,2.0,
942,colorlessness,0.0,0.0,2,2,2.0,
943,breastless,0.0,0.0,2,2,2.0,
944,unapologetic,0.25,0.0,2,2,2.0,
945,ebracteate,0.0,0.0,2,2,2.0,
946,non-proliferation,0.0,0.0,2,2,2.0,
947,unpalatable,0.75,0.125,0,0,0.0,
948,unfinished,0.625,0.0,0,2,0.0,
949,indispose,0.0,0.0,2,0,0.0,
950,outward,0.0,0.0,2,2,2.0,
951,unfunded,0.0,0.0,2,0,0.0,
952,unloved,0.125,0.0,2,0,0.0,
953,ununderstood,0.0,0.0,2,0,0.0,
954,nonfissionable,0.5,0.0,0,2,2.0,
955,unconditionally,0.5,0.0,0,2,2.0,
956,anticatalyst,0.0,0.0,2,2,2.0,
957,disinflation,0.0,0.0,2,2,2.0,
958,decrescendo,0.0,0.0,2,2,2.0,
959,descending,0.0,0.0,2,2,2.0,
960,inappropriateness,0.75,0.0,0,0,0.0,
961,noncolumned,0.0,0.0,2,2,2.0,
962,denazify,0.0,0.0,2,2,2.0,
963,involuntary,0.75,0.0,0,2,2.0,
964,incredibility,0.125,0.5,1,1,1.0,
965,outgo,0.0,0.0,2,2,2.0,
966,immoderately,0.0,0.125,2,0,0.0,
967,unstrap,0.0,0.0,2,2,2.0,
968,unsheathe,0.0,0.0,2,2,2.0,
969,unintelligibility,0.0,0.0,2,2,2.0,
970,deflationary_spiral,0.0,0.0,2,0,2.0,
971,unseasoned,0.625,0.0,0,2,2.0,
972,unbaptized,0.625,0.0,0,2,2.0,
973,incoherent,0.0,0.0,2,0,0.0,
974,improbable,0.625,0.0,0,0,0.0,
975,unquotable,0.5,0.0,0,0,0.0,
976,insincere,0.0,0.0,2,0,0.0,
977,inexpedient,0.0,0.0,2,0,0.0,
978,unconvinced,0.625,0.125,0,0,0.0,
979,inflexibly,0.0,0.125,2,0,0.0,
980,malevolently,0.0,0.25,2,0,0.0,
981,disagreeably,0.25,0.0,2,0,0.0,
982,unscrupulous,0.625,0.0,0,0,0.0,
983,demystify,0.0,0.0,2,2,2.0,
984,misfortune,0.5,0.0,0,0,0.0,
985,unromantically,0.0,0.25,2,2,2.0,
986,disappearance,0.0,0.0,2,0,0.0,
987,uncombined,0.5,0.125,0,2,2.0,
988,atonal,0.375,0.0,0,2,2.0,
989,undependably,0.0,0.25,2,0,0.0,
990,unpredictable,0.625,0.0,0,2,2.0,
991,unsystematic,0.125,0.0,2,0,0.0,
992,unbend,0.0,0.0,2,2,2.0,
993,insurmountable,0.75,0.0,0,0,0.0,
994,unwieldy,0.0,0.0,2,0,0.0,
995,unfurrowed,0.5,0.0,0,2,2.0,
996,noninfectious,0.375,0.0,0,2,1.0,
997,unavenged,0.5,0.0,0,0,0.0,
998,incurability,0.125,0.125,2,0,0.0,
999,contralateral,0.0,0.0,2,2,2.0,
1000,unclip,0.0,0.0,2,2,2.0,
1001,unicameral,0.0,0.0,2,2,2.0,
1002,inconsistency,0.25,0.0,2,0,0.0,
1003,decriminalise,0.0,0.0,2,2,2.0,
1004,undeclared,0.75,0.0,0,2,2.0,
1005,artlessness,0.375,0.625,2,2,2.0,
1006,unintentionally,0.125,0.25,2,2,2.0,
1007,nonradioactive,0.25,0.0,2,2,2.0,
1008,avascular,0.0,0.0,2,2,2.0,
1009,unhappy,0.75,0.0,0,0,0.0,
1010,unstaged,0.625,0.0,0,2,2.0,
1011,indistinguishable,0.5,0.125,0,2,2.0,
1012,unperceptive,0.25,0.125,2,0,0.0,
1013,undeveloped,0.25,0.0,2,0,0.0,
1014,discontinuation,0.0,0.0,2,2,2.0,
1015,disjoin,0.0,0.0,2,2,2.0,
1016,dishonor,0.0,0.0,2,0,0.0,
1017,uncousinly,0.0,0.0,2,0,2.0,
1018,disingenuousness,0.625,0.25,0,0,0.0,
1019,inhospitableness,0.5,0.125,0,0,0.0,
1020,unclean,0.75,0.0,0,0,0.0,
1021,desynchronise,0.0,0.0,2,2,2.0,
1022,decompress,0.0,0.0,2,2,2.0,
1023,impervious,0.625,0.0,0,2,2.0,
1024,inexpediently,0.0,0.25,2,0,0.0,
1025,ineloquently,0.0,0.125,2,0,0.0,
1026,nonporous,0.625,0.0,0,2,2.0,
1027,nonmetamorphic,0.125,0.0,2,2,2.0,
1028,syncategoreme,0.375,0.125,2,2,2.0,
1029,decentralise,0.0,0.0,2,2,2.0,
1030,disable,0.0,0.0,2,0,0.0,
1031,unproductively,0.0,0.125,2,0,0.0,
1032,insignificance,0.25,0.375,2,0,0.0,
1033,unshapely,0.0,0.0,2,0,0.0,
1034,ineradicable,0.5,0.125,0,2,0.0,
1035,invalidate,0.0,0.0,2,0,0.0,
1036,unpeaceful,0.75,0.0,0,0,0.0,
1037,debilitating,0.0,0.0,2,0,0.0,
1038,noncomprehensively,0.0,0.0,2,2,2.0,
1039,inflexibility,0.5,0.0,0,0,0.0,
1040,soleless,0.0,0.0,2,0,2.0,
1041,disassemble,0.0,0.0,2,2,2.0,
1042,unmined,0.25,0.0,2,2,2.0,
1043,unrighteous,0.625,0.375,2,0,0.0,
1044,maleficence,0.5,0.0,0,0,0.0,
1045,unreactive,0.0,0.0,2,2,2.0,
1046,disincentive,0.125,0.0,2,0,0.0,
1047,incorruptness,0.25,0.75,1,1,1.0,
1048,inconvenient,0.0,0.0,2,0,0.0,
1049,unselfishly,0.0,0.375,1,1,1.0,
1050,undue,0.25,0.125,2,0,0.0,
1051,aplacental,0.0,0.0,2,2,2.0,
1052,abactinal,0.0,0.0,2,2,2.0,
1053,inconsiderately,0.0,0.25,2,0,0.0,
1054,unmodifiable,0.625,0.0,0,2,2.0,
1055,uncomfortable,0.75,0.0,0,0,0.0,
1056,unpublishable,0.75,0.25,0,0,0.0,
1057,atypicality,0.0,0.0,2,2,2.0,
1058,irrelevance,0.0,0.0,2,0,0.0,
1059,fruitlessly,0.0,0.125,2,0,0.0,
1060,unalterable,0.75,0.0,0,2,2.0,
1061,humorlessly,0.0,0.25,2,0,0.0,
1062,nonattendance,0.0,0.0,2,0,0.0,
1063,unlined,0.625,0.0,0,2,2.0,
1064,indestructibility,0.25,0.0,2,2,2.0,
1065,inelasticity,0.5,0.0,0,2,2.0,
1066,nonreflective,0.625,0.0,0,2,2.0,
1067,disinclination,0.625,0.25,0,0,0.0,
1068,disservice,0.0,0.0,2,0,0.0,
1069,incorrectly,0.0,0.25,2,0,0.0,
1070,untidy,0.0,0.0,2,0,0.0,
1071,uselessly,0.0,0.25,2,0,0.0,
1072,deodourise,0.0,0.0,2,2,2.0,
1073,inefficaciously,0.0,0.25,2,0,0.0,
1074,armless,0.0,0.0,2,2,2.0,
1075,impotence,0.375,0.125,2,0,0.0,
1076,overtime,0.0,0.0,2,2,2.0,
1077,unwillingness,0.5,0.0,0,0,0.0,
1078,unloading,0.0,0.0,2,2,2.0,
1079,nondriver,0.0,0.0,2,2,2.0,
1080,ungrammatically,0.0,0.25,2,0,0.0,
1081,inconsiderable,0.0,0.125,2,0,0.0,
1082,uncork,0.0,0.0,2,2,2.0,
1083,maleficent,0.0,0.0,2,0,0.0,
1084,disadvantageous,0.25,0.75,1,0,0.0,
1085,unsheared,0.125,0.0,2,2,2.0,
1086,unwarily,0.375,0.0,0,2,0.0,
1087,unashamedly,0.0,0.0,2,2,2.0,
1088,infinitely,0.0,0.125,2,2,2.0,
1089,unrelatedness,0.5,0.0,0,2,2.0,
1090,unintelligible,0.0,0.375,1,0,0.0,
1091,unappealingly,0.0,0.25,2,0,0.0,
1092,unburied,0.25,0.0,2,0,2.0,
1093,dissonance,0.0,0.125,2,0,0.0,
1094,unblended,0.625,0.0,0,2,2.0,
1095,ungracefully,0.0,0.0,2,0,0.0,
1096,untapped,0.625,0.0,0,2,2.0,
1097,illegitimacy,0.0,0.0,2,0,0.0,
1098,unoccupied,0.75,0.0,0,2,2.0,
1099,insane,0.0,0.0,2,0,0.0,
1100,disinherit,0.0,0.0,2,0,2.0,
1101,disappear,0.0,0.0,2,2,2.0,
1102,nonindulgent,0.0,0.0,2,2,2.0,
1103,unmotorized,0.0,0.0,2,2,2.0,
1104,merciless,0.0,0.0,2,0,0.0,
1105,unfavorableness,0.625,0.0,0,0,0.0,
1106,detach,0.0,0.0,2,2,2.0,
1107,unattached,0.0,0.0,2,2,2.0,
1108,undramatically,0.0,0.25,2,2,2.0,
1109,uncontroversial,0.625,0.125,0,2,2.0,
1110,irresoluteness,0.375,0.25,2,0,0.0,
1111,downstairs,0.0,0.0,2,2,2.0,
1112,toneless,0.0,0.0,2,0,0.0,
1113,inconveniently,0.0,0.125,2,0,0.0,
1114,intemperance,0.375,0.375,2,0,0.0,
1115,unsettled,0.0,0.0,2,0,0.0,
1116,inequitable,0.625,0.25,0,0,0.0,
1117,unfaithfully,0.0,0.25,2,0,0.0,
1118,implacable,0.444,0.556,2,0,2.0,
1119,inexplicable,0.5,0.125,0,2,2.0,
1120,joyless,0.0,0.0,2,0,0.0,
1121,unrenewable,0.125,0.125,2,0,0.0,
1122,insincerely,0.0,0.0,2,0,0.0,
1123,unfurl,0.0,0.0,2,2,2.0,
1124,dishonorably,0.0,0.25,2,0,0.0,
1125,anestrous,0.0,0.0,2,2,2.0,
1126,denationalize,0.0,0.0,2,2,2.0,
1127,nonechoic,0.0,0.0,2,2,2.0,
1128,dislodge,0.0,0.0,2,2,2.0,
1129,impersonal,0.625,0.0,0,0,0.0,
1130,asexual,0.625,0.0,0,2,2.0,
1131,nonabsorbent,0.0,0.0,2,2,2.0,
1132,ungroomed,0.75,0.125,0,0,0.0,
1133,decelerate,0.0,0.0,2,2,2.0,
1134,discordant,0.0,0.0,2,0,0.0,
1135,harmlessly,0.0,0.25,2,2,2.0,
1136,uncoiled,0.5,0.0,0,2,2.0,
